,genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster
337,208224.32,Enterobacter kobei strain PECIMP,208224,WGS,PECIMP,2018-06-05T00:00:00Z,PRJNA473255,SAMN09269477,GCA_003186615.1,QHMI00000000,Cardiff University,WGS,Illumina MiSeq,12.0x,SPAdes v. 3.9.0,,3,86,5079758,54.661068,5111,4984,Other,2010-03-19,Australia,Australia: Brisbase,Human,The aim of the research to evaluate performance characteristics of the GenePOC™ Carba Assay and to establish the method in routine diagnosis,sample_type:Pure culture one microbial species,
338,1812935.399,Enterobacter roggenkampii C210228,1812935,WGS,C210228,1900-01-01T00:00:00Z,PRJNA837096,SAMN28189555,GCA_023751645.1,JAMGKG000000000,,WGS,Illumina NovaSeq,12x,SPAdes v. 3.15.1,0,0,145,4672946,55.84745,4622,4470,Unknown/Unclear,2021,China,China: Zhejiang,Human,,sample_type:whole organism,
339,550.127,Enterobacter cloacae ND10,550,WGS,ND10,2014-11-17T00:00:00Z,PRJNA259658,SAMN03012817,GCA_000784035.2,JTBZ00000000,JCVI,WGS,Illumina HiSeq 2000,131.17x,SPAdes v. 3.1.1,,,80,4930103,55.11,4658,4604,Bodily Fluids,2012-01-13,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",,
340,550.344,Enterobacter cloacae strain MNCRE83,550,WGS,MNCRE83,2015-03-20T00:00:00Z,PRJNA272863,SAMN03333179,GCF_000958825.1,JZDC00000000,University of Minnesota,WGS,Illumina MiSeq,45.0x,CLC Genomics Workbench v. JUNE-2014,,,100,4881652,55.19,4845,4557,Urine,2013,USA,USA: Minnesota,Human,Sequencing of multiple CRE isolates from Minnesota for genomic comparisons,,
341,158836.1989,Enterobacter hormaechei SKLX177924,158836,WGS,SKLX177924,2022-08-13T00:00:00Z,PRJNA861121,SAMN30073271,GCA_024649815.1,JANKMG000000000,,WGS,Illumina,100x,SPAdes v. v3.15.3,0,0,55,5146839,54.990158,5061,4891,Blood,2022,China,China: Ningbo,Human,,,
342,550.764,Enterobacter cloacae strain e1713,550,WGS,e1713,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273402,GCF_900076085.1,FKAI00000000,SC,WGS,,,,,,57,5002227,54.82,4925,4711,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0326,
343,301102.6,Enterobacter hormaechei subsp. oharae strain SMART_27,301102,WGS,SMART_27,2015-12-21T00:00:00Z,PRJNA259658,SAMN04252885,GCF_001471885.1,LPQW00000000,JCVI,WGS,Illumina NextSeq 500,238.23x,SPAdes v. 3.1.1,,,87,5118687,55.1,5110,4877,Unknown/Unclear,2009,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
344,208224.421,Enterobacter kobei DH7,208224,WGS,DH7,1900-01-01T00:00:00Z,PRJNA923115,SAMN32686645,,JAQIOW000000000,,,Illumina HiSeq,80.0x,SPAdes v. 3.15.4,0,0,26,4705032,54.952362,4471,,Soil,2021-05-20,China,China,Environmental,,sample_type:oil-contaminated soil,
345,158836.2305,Enterobacter hormaechei EC42,158836,WGS,EC42,2023-03-20T00:00:00Z,PRJNA944415,SAMN33748120,,JARJFX000000000,,,Illumina Hiseq,10x,SPAdes v. 3.13,0,0,49,5050626,55.177464,5049,4877,Unknown/Unclear,2015,China,China: Tianjin,Human,,collected_by:Lizhang Liu,
346,550.1405,Enterobacter cloacae strain ECC1766,550,WGS,ECC1766,2017-11-17T00:00:00Z,PRJNA383602,SAMN06767796,GCA_002785605.1,NEEF00000000,zhejiang University,WGS,Illumina HiSeq,200x,CLC NGS Cell v. 9.1,,,26,5130714,55.12,5003,4900,Unknown/Unclear,,China,China: Hangzhou,Human,investigate the population structure and resistant mechanism,collected_by:Yonghong Xiao,
347,550.1234,Enterobacter cloacae strain UBA1636,550,WGS,UBA1636,2017-09-21T00:00:00Z,PRJNA348753,SAMN06456999,GCA_002321755.1,DCLY00000000,University of Queensland,WGS,Illumina,29.57x,CLC de novo assembler v. 4.4.1,,,67,4757875,55.08,4513,,Other,,USA,USA:New York City,Environmental,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome",sample_type:metagenomic assembly,
348,550.675,Enterobacter cloacae strain e1132,550,WGS,e1132,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273302,GCF_900075295.1,FJWY00000000,SC,WGS,,,,,,60,4690686,55.06,4542,4373,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0207,
349,1296536.227,Enterobacter hormaechei subsp. xiangfangensis HD2543,1296536,WGS,HD2543,2022-11-09T00:00:00Z,PRJNA824645,SAMN27409699,GCA_026116505.1,JAMFXE000000000,,WGS,Illumina NovaSeq,100x,SPAdes v. 3.11,0,0,32,4965301,55.367176,4863,4713,Urine,2017-07-11,China,"China: Sichuan, Chengdu",Human,,collected_by:Sichuan Provincial People's Hospital,
350,1812935.367,Enterobacter roggenkampii 15688,1812935,WGS,15688,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419481,GCA_023153575.1,JAKMKV000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,42,4593572,56.304897,4370,4282,Bodily Fluids,2015,China,China,Human,,collected_by:Yushan Cui,
351,158836.2348,Enterobacter hormaechei EC IMI 21,158836,WGS,EC IMI 21,2023-03-31T00:00:00Z,PRJNA701977,SAMN17921763,,JAFFZC000000000,,,Illumina MiSeq,110x,SPAdes v. 3.12.0,0,0,86,4960867,54.66498,4921,4734,Other,2011,Brazil,Brazil: Sao Paulo,Animal,,collected_by:Diego Nobrega,
352,550.509,Enterobacter cloacae strain SMART_1093,550,WGS,SMART_1093,2015-12-21T00:00:00Z,PRJNA259658,SAMN04252950,GCF_001473135.1,LPOK00000000,JCVI,WGS,Illumina NextSeq 500,224.64x,SPAdes v. 3.1.1,,,82,5299147,54.71,5223,5011,Unknown/Unclear,2013,Tunisia,Tunisia,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
353,1296536.8,Enterobacter xiangfangensis strain NS75,1296536,WGS,NS75,2015-12-22T00:00:00Z,PRJNA278424,SAMN03401395,GCF_001475875.1,LDQS00000000,"Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology, Sector 39-A, Chandigarh, India",WGS,Illumina MiSeq,92x,CLC Genomics Workbench v. 7.5,,,60,4720133,55.44,4507,4287,Other,2013,India,India,Plant,To understand ecology and evolution of rice seed associated bacteria by whole genome sequencing.,sample_type:Microbe,
354,2886641.6,Enterobacter sp. MV-xx2-O,2886641,WGS,MV-xx2-O,2022-01-18T00:00:00Z,PRJNA774102,SAMN22551382,GCA_021503855.1,JAJGOC000000000,,WGS,Illumina MiniSeq,50x,SPAdes v. 3.14.1,0,0,34,4731915,55.5499,4548,4436,Other,2020,Switzerland,Switzerland,Environmental,,"sample_type:whole organism;collected_by:ILS, University of Zurich",
355,1812935.409,Enterobacter roggenkampii VA33815,1812935,WGS,VA33815,2022-06-30T00:00:00Z,PRJNA727521,SAMN19022239,GCA_024104775.1,JAHBED000000000,,WGS,Illumina MiSeq,118x,SKESA v. 2.3.0,0,0,62,4825660,55.88937,4696,4549,Respiratory,2020,Germany,Germany: Erlangen,Human,,collected_by:University Hospital Erlangen,
356,158836.2045,Enterobacter hormaechei YZLc5-2,158836,WGS,YZLc5-2,2022-10-05T00:00:00Z,PRJNA877800,SAMN30724596,GCA_025583525.1,JAOBVX000000000,,WGS,Illumina,100x,SPAdes v. 3.13.1,0,0,70,4644513,55.36563,4519,4397,Avian,2019-04-01,China,China: Yangzhou,Animal,,sample_type:individual chicken feces,
357,550.403,Enterobacter cloacae strain GN03041,550,WGS,GN03041,2015-06-09T00:00:00Z,PRJNA259658,SAMN03732730,GCF_001022935.1,LEDB00000000,JCVI,WGS,Illumina NextSeq500,208.23x,SPAdes v. 3.1.0,,,33,4675634,55.52,4468,4302,Bodily Fluids,2009-07-01,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Vance Fowler;sample_type:cell culture,
358,550.542,Enterobacter cloacae strain EC_287,550,WGS,EC_287,2016-01-22T00:00:00Z,PRJNA259658,SAMN04431012,GCF_001525135.1,LRJA00000000,JCVI,WGS,Illumina NextSeq 500,162.5x,SPAdes v. 3.1.1,,,144,5516646,55.12,5709,5400,Urine,2012,South Africa,South Africa,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
359,550.283,Enterobacter cloacae strain 31613,550,WGS,31613,2015-03-19T00:00:00Z,PRJNA259658,SAMN03283307,GCF_000956665.1,LAAW00000000,JCVI,WGS,Illumina HiSeq 2000,45.69x,SPAdes v. 3.1.1,,,92,4923007,55.12,4910,4623,Unknown/Unclear,2010,USA,New Jersey,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Barry Kreiswirth,
360,550.953,Enterobacter cloacae strain e926,550,WGS,e926,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273268,GCF_900078055.1,FKHT00000000,SC,WGS,,,,,,48,5147029,54.92,5060,4845,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0167,
361,2060771.4,Enterobacter cloacae complex sp. TREC1,2060771,WGS,TREC1,2018-01-03T00:00:00Z,PRJNA421800,SAMN08156302,,PJZE00000000,,,Illumina HiSeq,250.0x,CLC NGS Cell v. 9.0,0,0,74,5322835,54.62622,5461,5270,Blood,10-Oct-2017,Unknown,Unknown,Human,,collected_by:Long Sun,
362,550.645,Enterobacter cloacae strain e1251,550,WGS,e1251,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273317,GCF_900074985.1,FJXN00000000,SC,WGS,,,,,,40,4861133,55.36,4749,4545,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0230,
363,158836.2213,Enterobacter hormaechei KP0963,158836,WGS,KP0963,2023-03-09T00:00:00Z,PRJNA867733,SAMN06330163,,JANPSD000000000,,,Illumina NovaSeq 6000,301.841x,Unicycler v. 2021,0,0,158,5052363,55.37189,5054,4907,Blood,2010,USA,USA: New York City,Human,,collected_by:Anne-Catrin Uhlemann,
364,1812935.402,Enterobacter roggenkampii C210188,1812935,WGS,C210188,1900-01-01T00:00:00Z,PRJNA837096,SAMN28189517,GCA_023752385.1,JAMGLS000000000,,WGS,Illumina NovaSeq,12x,SPAdes v. 3.15.1,0,0,67,4992634,55.86114,4855,4725,Unknown/Unclear,2021,China,China: Zhejiang,Human,,sample_type:whole organism,
365,158836.43,Enterobacter hormaechei strain UBA1645,158836,WGS,UBA1645,2017-09-21T00:00:00Z,PRJNA348753,SAMN06454769,GCA_002321105.1,DCLP00000000,University of Queensland,WGS,Illumina,65.69x,CLC de novo assembler v. 4.4.1,,,37,4491849,55.5,4327,,Other,,USA,USA:New York City,Environmental,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome",sample_type:metagenomic assembly,
366,550.325,Enterobacter cloacae strain 44589,550,WGS,44589,2015-03-19T00:00:00Z,PRJNA259658,SAMN03283648,GCF_000958065.1,JZXS00000000,JCVI,WGS,Illumina HiSeq 2000,76.9x,SPAdes v. 3.1.1,,,58,4781435,55.48,4695,4503,Unknown/Unclear,2014,Colombia,Colombia,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Barry Kreiswirth,
367,550.845,Enterobacter cloacae strain e316,550,WGS,e316,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273147,GCF_900076945.1,FKCZ00000000,SC,WGS,,,,,,76,4988230,54.78,4871,4690,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0036,
368,1203195.3,Enterobacter cloacae subsp. cloacae 08XA1,1203195,WGS,08XA1,2012-09-20T00:00:00Z,PRJNA169339,SAMN02470984,GCA_000315775.1,AMGJ00000000,Sichuan University,WGS,Illumina HiSeq,120.0x,ABySS v. 1.3.4,0,0,51,4875756,55.38,4580,0,Other,2008,China,China: Shaanxi,Animal,"a faecal bacterium of Giant pandas, which continsmultidrug resistance",,
369,1812935.427,Enterobacter roggenkampii NMI5890_19,1812935,WGS,NMI5890_19,2022-09-28T00:00:00Z,PRJNA877430,SAMN30702078,GCA_025485425.1,JAOOWL000000000,,WGS,Illumina MiSeq,50x,SPAdes v. 3.15.0,0,0,141,5212665,55.687927,5141,4948,Rectal/Fecal,2019,Poland,Poland: Warszawa,Human,,collected_by:National Medicines Institute,
370,301102.18,Enterobacter hormaechei subsp. oharae strain SMART_661,301102,WGS,SMART_661,2015-12-21T00:00:00Z,PRJNA259658,SAMN04252924,GCF_001472605.1,LPPK00000000,JCVI,WGS,Illumina NextSeq 500,284.47x,SPAdes v. 3.1.1,,,85,5078448,54.73,5041,4790,Unknown/Unclear,2012,Serbia,Serbia,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
371,158836.1980,Enterobacter hormaechei SKLX058288,158836,WGS,SKLX058288,2022-08-13T00:00:00Z,PRJNA861121,SAMN30073263,GCA_024649505.1,JANKMO000000000,,WGS,Illumina,100x,SPAdes v. v3.15.3,0,0,54,5247578,54.868664,5216,5004,Blood,2016,China,China: Hefei,Human,,,
372,881260.256,Enterobacter bugandensis 13636,881260,WGS,13636,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419439,GCA_023154415.1,JAKMJF000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,37,4694606,56.041977,4515,4407,Bodily Fluids,2013,China,China,Human,,collected_by:Yushan Cui,
373,550.3920,Enterobacter cloacae Q0181,550,WGS,Q0181,2022-10-03T00:00:00Z,PRJNA738374,SAMN19728220,GCA_025544735.1,JAHTWP000000000,,WGS,Illumina MiSeq,48x,SPAdes v. 3.12.0+galaxy1,0,0,131,5175950,54.39842,5096,4894,Other,2015-06,Senegal,Senegal: Niokolo-Koba National Park,Animal,,sample_type:culture,
374,158836.1711,Enterobacter hormaechei FUJ80006,158836,WGS,FUJ80006,2022-06-04T00:00:00Z,PRJDB13518,SAMD00490834,,BRFU00000000,,WGS,MiSeq; MinION,215x,Unicycler v. 0.4.9b,0,0,5,5122563,54.6706,4993,4848,Other,2016-03-07,Japan,Japan,Human,,,
375,158836.91,Enterobacter hormaechei strain TUM11046,158836,WGS,TUM11046,2017-08-24T00:00:00Z,PRJDB6127,SAMD00089499,GCA_002334345.1,BEFT00000000,Toho University,WGS,illumina MiSeq,85x,CLC genomics workbench v. 9.5.4,,,149,5111775,54.59,5031,,Urine,2009-07-07,Japan,Japan,Human,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo.",,
376,158836.1181,Enterobacter hormaechei strain Colony254,158836,Complete,Colony254,2021-07-19T00:00:00Z,PRJNA668870,SAMN17833486,GCA_019275015.1,CP078741,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,68.46x,idba_ud v. V1.1.3,1,0,1,4748641,56.195698,4684,,Food,,Thailand,Thailand: Chainat,Environmental,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",7.0
377,158836.32,Enterobacter hormaechei strain FDAARGOS_286,158836,WGS,FDAARGOS_286,2017-06-23T00:00:00Z,PRJNA231221,SAMN06173299,GCA_002206155.2,NJEZ00000000,US Food and Drug Administration,WGS,PacBio,11.7375396049639x,"SMRT v. 2.3.0, HGAP v. 3.0",,,2,5101002,56.01,5207,4997,Blood,2014-10-03,USA,USA:DC,Human,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:Children's National Hospital,
378,550.815,Enterobacter cloacae strain e248,550,WGS,e248,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273134,GCF_900076635.1,FKCV00000000,SC,WGS,,,,,,30,4774122,55.52,4542,4384,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0020,
379,158836.2070,Enterobacter hormaechei 47216,158836,WGS,47216,2022-11-13T00:00:00Z,PRJNA793828,SAMN24584115,,JAKSEU000000000,,,Illumina NovaSeq,193x,SPAdes v. 3.65,0,0,106,5247990,54.69515,5169,,Other,2017,France,France,Animal,,sample_type:bacterial sample,
380,1296536.159,Enterobacter hormaechei subsp. xiangfangensis IMP69,1296536,WGS,IMP69,2022-06-10T00:00:00Z,PRJEB38818,SAMEA6990789,GCA_903936215.1,CAIZUT000000000,,WGS,,,,0,0,116,5248043,54.914547,5150,,Unknown/Unclear,2018,United Kingdom,United Kingdom,Human,,,
381,158836.1932,Enterobacter hormaechei MC455.21,158836,WGS,MC455.21,2022-06-29T00:00:00Z,PRJNA849211,SAMN29043591,GCA_024055765.1,JAMXMR000000000,,WGS,Illumina MiSeq,16.0x,SPAdes v. 3.15.3,0,0,140,5233910,55.229492,5265,5095,Respiratory,2021,Brazil,Brazil: Sao Jose do Rio Preto,Human,,collected_by:FAMERP,
382,158836.2119,Enterobacter hormaechei EC12499,158836,WGS,EC12499,1900-01-01T00:00:00Z,PRJNA868583,SAMN30260144,,JANWNI000000000,,,NovaSeq 6000,304.05x,CLC Genomics Workbench v. 21.0.4,0,0,114,5195963,55.115864,5234,5048,Clinical/Wound,2019-11-25,China,"China: Jiangsu, Nanjing",Human,,collected_by:Xiaoli Cao,
383,158836.2350,Enterobacter hormaechei C52,158836,WGS,C52,1900-01-01T00:00:00Z,PRJNA949854,SAMN33961353,,JARSCU000000000,,,Illumina,150x,SPAdes v. v3.13.1,0,0,104,5054159,54.835175,5024,4850,Clinical/Wound,2022,Singapore,Singapore,Human,,collected_by:National University of Singapore Hospital,
384,1329816.3,Enterobacter sp. MGH 7,1329816,WGS,MGH 7,2014-02-03T00:00:00Z,PRJNA201922,SAMN02138547,GCA_000534675.1,JCLQ00000000,Broad Institute,WGS,Illumina,143.0x,allpaths v. R47768,0,0,26,5257494,54.9,5011,4994,Clinical/Wound,2008-01-01,USA,"Boston, MA, USA",Human,Carbapenem Resistance;Whole Genome Sequence Analysis of Carbapenem-resistant Enterobacteriaceae,vitek bionumber:2.27634E+14,
385,1686398.3,Enterobacter sp. BIDMC99,1686398,WGS,BIDMC99,2015-07-21T00:00:00Z,PRJNA271899,SAMN03280190,GCF_001037835.1,LETN00000000,Broad Institute,WGS,Illumina,136.0x,allpaths v. R48559,,,4,4860915,55.31,4679,4573,Unknown/Unclear,2014,Unknown,Unknown,Human,Sequencing of Carbapenem resistant bacteria Genome sequencing,,
386,1329814.3,Enterobacter sp. MGH 5,1329814,WGS,MGH 5,2014-02-03T00:00:00Z,PRJNA201920,SAMN02138545,GCA_000534715.1,JCLS00000000,Broad Institute,WGS,Illumina,126.0x,allpaths v. R47768,0,0,21,5004427,54.9,4668,4661,Urine,2007-10-01,USA,"Boston, MA, USA",Human,Carbapenem Resistance;Whole Genome Sequence Analysis of Carbapenem-resistant Enterobacteriaceae,vitek bionumber:6.27635E+14,
387,208224.307,Enterobacter kobei 161134,208224,WGS,161134,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419508,GCA_023153055.1,JAKMLW000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,100,4805233,54.81551,4629,4503,Blood,2016,China,China,Human,,collected_by:Yushan Cui,
388,550.1406,Enterobacter cloacae strain ECC4241,550,WGS,ECC4241,2017-11-17T00:00:00Z,PRJNA383602,SAMN06767794,GCA_002785615.1,NEEH00000000,zhejiang University,WGS,Illumina HiSeq,200x,CLC NGS Cell v. 9.1,,,52,4878728,55.97,4726,4623,Bodily Fluids,2011-04-20,China,China: Hangzhou,Human,investigate the population structure and resistant mechanism,collected_by:Yonghong Xiao,
389,1812935.346,Enterobacter roggenkampii AR0587,1812935,WGS,AR0587,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419535,GCA_023152515.1,JAKMMX000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,39,4900018,55.782284,4762,4643,Bodily Fluids,2018,China,China,Human,,collected_by:Yushan Cui,
390,299767.273,Enterobacter ludwigii C210271,299767,WGS,C210271,1900-01-01T00:00:00Z,PRJNA837096,SAMN28189596,GCA_023750785.1,JAMGIR000000000,,WGS,Illumina NovaSeq,12x,SPAdes v. 3.15.1,0,0,31,4891130,54.55349,4787,4647,Unknown/Unclear,2021,China,China: Henan,Human,,sample_type:whole organism,
391,550.3753,Enterobacter cloacae AR1222,550,WGS,AR1222,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419547,GCA_023152285.1,JAKMNJ000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,123,4728783,54.921658,4690,4568,Bodily Fluids,2018,China,China,Human,,collected_by:Yushan Cui,
392,550.3760,Enterobacter cloacae 161397,550,WGS,161397,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419511,GCA_023153015.1,JAKMLZ000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,66,5062547,54.856915,4934,4803,Blood,2016,China,China,Human,,collected_by:Yushan Cui,
393,158836.2344,Enterobacter hormaechei 335K4,158836,WGS,335K4,1900-01-01T00:00:00Z,PRJNA937207,SAMN33392770,,JAROVT000000000,,,Illumina NextSeq,100x,CLC genomic workbench v. V12.0,0,0,95,5148338,54.686153,5156,4983,Unknown/Unclear,2022,France,France,Human,,sample_type:Clinical sample,
394,299767.84,Enterobacter ludwigii strain I140,299767,Complete,I140,2019-06-24T00:00:00Z,PRJNA548420,SAMN12026966,GCA_006385915.1,CP041062,Shandong Agricultural University,Complete,PacBio,150.0x,CANU v. V1.6,1,,1,4719401,54.65643,4522,4406,Soil,2011-05-01,China,China:Ningxia Hui Autonomous Region,Environmental,"Enterobacter ludwigii I140 was isolated from rhizosphere soil of Lycium barbarum in Ningxia, and I140 can promote the growth of Lycium barbarum",sample_type:single cell,19.0
395,550.884,Enterobacter cloacae strain e571,550,WGS,e571,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273191,GCF_900077365.1,FKEX00000000,SC,WGS,,,,,,30,4785938,55.21,4665,4503,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0085,
396,550.1672,Enterobacter cloacae strain NCTC13464,550,WGS,NCTC13464,2018-07-30T00:00:00Z,PRJEB6403,SAMEA2742603,GCA_900447465.1,UGIS00000000,SC,WGS,,,,,,2,4845343,54.76285,4690,4523,Unknown/Unclear,1800-2017,Unknown,Unknown,Unknown,http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/,,
