,chrom_presence,location
Ebacter_C12850,0.9975247524752475,chrom
Ebacter_C65282,1.0,chrom
Ebacter_C39302,1.0,chrom
Ebacter_C17831,1.0,chrom
Ebacter_C3861,1.0,chrom
Ebacter_C55685,1.0,chrom
Ebacter_C43223,1.0,chrom
Ebacter_C69065,1.0,chrom
Ebacter_C67148,0.9951690821256038,chrom
Ebacter_C54712,1.0,chrom
Ebacter_C34760,1.0,chrom
Ebacter_C16884,0.9714285714285714,chrom
Ebacter_C22513,0.9827586206896551,chrom
Ebacter_C34885,0.03937007874015748,plasmid
Ebacter_C26041,1.0,chrom
Ebacter_C37748,0.023809523809523808,plasmid
Ebacter_C77936,0.9852941176470589,chrom
Ebacter_C61462,0.9948320413436692,chrom
Ebacter_C96271,1.0,chrom
Ebacter_C90067,1.0,chrom
Ebacter_C28928,0.9976470588235294,chrom
Ebacter_C38507,1.0,chrom
Ebacter_C29758,1.0,chrom
Ebacter_C40025,1.0,chrom
Ebacter_C26416,1.0,chrom
Ebacter_C90863,0.0,plasmid
Ebacter_C3206,0.05555555555555555,plasmid
Ebacter_C89327,0.899581589958159,chrom
Ebacter_C14494,0.0,plasmid
Ebacter_C76459,0.9976744186046511,chrom
Ebacter_C2428,1.0,chrom
Ebacter_C41726,1.0,chrom
Ebacter_C121448,1.0,chrom
Ebacter_C38851,1.0,chrom
Ebacter_C99395,1.0,chrom
Ebacter_C85287,1.0,chrom
Ebacter_C12003,0.05343511450381679,plasmid
Ebacter_C85993,0.0,plasmid
Ebacter_C106973,0.0,plasmid
Ebacter_C85799,0.9821428571428571,chrom
Ebacter_C62606,0.03125,plasmid
Ebacter_C37393,1.0,chrom
Ebacter_C44253,1.0,chrom
Ebacter_C56946,1.0,chrom
Ebacter_C39879,0.07142857142857142,plasmid
Ebacter_C38360,0.9976851851851852,chrom
Ebacter_C9557,0.9975903614457832,chrom
Ebacter_C10623,1.0,chrom
Ebacter_C21386,0.0,plasmid
Ebacter_C115597,0.043478260869565216,plasmid
Ebacter_C31931,0.9977426636568849,chrom
Ebacter_C16041,1.0,chrom
Ebacter_C71925,1.0,chrom
Ebacter_C4423,0.9950738916256158,chrom
Ebacter_C76096,0.6842105263157895,chrom
Ebacter_C96184,1.0,chrom
Ebacter_C65062,1.0,chrom
Ebacter_C98372,0.0,plasmid
Ebacter_C34308,1.0,chrom
Ebacter_C62026,0.1388888888888889,plasmid
Ebacter_C84735,1.0,chrom
Ebacter_C20765,1.0,chrom
Ebacter_C1290,0.9967741935483871,chrom
Ebacter_C67854,1.0,chrom
Ebacter_C27754,0.0975609756097561,plasmid
Ebacter_C17302,0.9955947136563876,chrom
Ebacter_C35328,0.9970674486803519,chrom
Ebacter_C23017,1.0,chrom
Ebacter_C13807,1.0,chrom
Ebacter_C39772,1.0,chrom
Ebacter_C89127,1.0,chrom
Ebacter_C79221,0.18238993710691823,plasmid
Ebacter_C69014,0.9736842105263158,chrom
Ebacter_C4315,0.992,chrom
Ebacter_C47046,1.0,chrom
Ebacter_C14234,1.0,chrom
Ebacter_C51504,1.0,chrom
Ebacter_C73912,1.0,chrom
Ebacter_C21488,1.0,chrom
Ebacter_C9827,1.0,chrom
Ebacter_C72718,1.0,chrom
Ebacter_C74667,1.0,chrom
Ebacter_C18248,1.0,chrom
Ebacter_C25621,1.0,chrom
Ebacter_C85180,1.0,chrom
Ebacter_C51274,1.0,chrom
Ebacter_C28068,0.996309963099631,chrom
Ebacter_C128294,0.8976377952755905,chrom
Ebacter_C47984,0.05660377358490566,plasmid
Ebacter_C66214,0.9791666666666666,chrom
Ebacter_C60640,1.0,chrom
Ebacter_C50127,0.9968051118210862,chrom
Ebacter_C54816,0.96,chrom
Ebacter_C7843,1.0,chrom
Ebacter_C36979,0.05263157894736842,plasmid
Ebacter_C50374,1.0,chrom
Ebacter_C25035,1.0,chrom
Ebacter_C91282,1.0,chrom
Ebacter_C109017,1.0,chrom
Ebacter_C84374,1.0,chrom
Ebacter_C82726,1.0,chrom
Ebacter_C9251,1.0,chrom
Ebacter_C126195,1.0,chrom
Ebacter_C2516,0.9973890339425587,chrom
Ebacter_C113395,1.0,chrom
Ebacter_C118424,0.9818181818181818,chrom
Ebacter_C117688,0.0,plasmid
Ebacter_C55026,1.0,chrom
Ebacter_C43980,1.0,chrom
Ebacter_C118151,0.07894736842105263,plasmid
Ebacter_C45587,0.9841269841269841,chrom
Ebacter_C108595,1.0,chrom
Ebacter_C107971,1.0,chrom
Ebacter_C39032,0.996309963099631,chrom
Ebacter_C9536,1.0,chrom
Ebacter_C27475,0.17142857142857143,plasmid
Ebacter_C14611,0.9963369963369964,chrom
Ebacter_C37617,0.996268656716418,chrom
Ebacter_C8024,0.9714285714285714,chrom
Ebacter_C2851,0.9950738916256158,chrom
Ebacter_C45326,1.0,chrom
Ebacter_C122953,1.0,chrom
Ebacter_C105601,1.0,chrom
Ebacter_C2579,1.0,chrom
Ebacter_C16674,1.0,chrom
Ebacter_C9898,1.0,chrom
Ebacter_C50108,1.0,chrom
Ebacter_C24718,0.041666666666666664,plasmid
Ebacter_C49241,1.0,chrom
Ebacter_C20031,0.7575757575757576,chrom
Ebacter_C53818,1.0,chrom
Ebacter_C78989,0.057692307692307696,plasmid
Ebacter_C38382,1.0,chrom
Ebacter_C35821,0.03125,plasmid
Ebacter_C57062,1.0,chrom
Ebacter_C29270,1.0,chrom
Ebacter_C42092,1.0,chrom
Ebacter_C42298,1.0,chrom
Ebacter_C113953,0.0390625,plasmid
Ebacter_C71134,0.03333333333333333,plasmid
Ebacter_C38918,0.032,plasmid
Ebacter_C14694,0.9966555183946488,chrom
Ebacter_C56011,0.9971428571428571,chrom
Ebacter_C32101,0.9965986394557823,chrom
Ebacter_C74337,1.0,chrom
Ebacter_C71748,1.0,chrom
Ebacter_C37242,1.0,chrom
Ebacter_C115047,0.9767441860465116,chrom
Ebacter_C74311,1.0,chrom
Ebacter_C6669,0.10810810810810811,plasmid
Ebacter_C6447,1.0,chrom
Ebacter_C74668,0.992,chrom
Ebacter_C13948,1.0,chrom
Ebacter_C16027,1.0,chrom
Ebacter_C23610,1.0,chrom
Ebacter_C1171,0.9742268041237113,chrom
Ebacter_C23570,0.9974489795918368,chrom
Ebacter_C29584,1.0,chrom
Ebacter_C33548,1.0,chrom
Ebacter_C116048,0.05217391304347826,plasmid
Ebacter_C19810,1.0,chrom
Ebacter_C12596,0.9970414201183432,chrom
Ebacter_C86851,0.9933333333333333,chrom
Ebacter_C54787,1.0,chrom
Ebacter_C76405,0.07692307692307693,plasmid
Ebacter_C8996,1.0,chrom
Ebacter_C106139,1.0,chrom
Ebacter_C106756,1.0,chrom
Ebacter_C41372,1.0,chrom
Ebacter_C58241,1.0,chrom
Ebacter_C24008,1.0,chrom
Ebacter_C74982,1.0,chrom
Ebacter_C37921,0.9473684210526315,chrom
Ebacter_C66565,1.0,chrom
Ebacter_C57746,1.0,chrom
Ebacter_C41292,1.0,chrom
Ebacter_C37671,0.9962121212121212,chrom
Ebacter_C113761,1.0,chrom
Ebacter_C76675,0.038461538461538464,plasmid
Ebacter_C82255,1.0,chrom
Ebacter_C37903,1.0,chrom
Ebacter_C26415,0.7238805970149254,chrom
Ebacter_C79865,1.0,chrom
Ebacter_C67099,1.0,chrom
Ebacter_C46689,0.0,plasmid
Ebacter_C19457,1.0,chrom
Ebacter_C9267,1.0,chrom
Ebacter_C119529,1.0,chrom
Ebacter_C79856,1.0,chrom
Ebacter_C102761,1.0,chrom
Ebacter_C7563,1.0,chrom
Ebacter_C123307,1.0,chrom
Ebacter_C26338,0.17142857142857143,plasmid
Ebacter_C47820,1.0,chrom
Ebacter_C68253,0.012048192771084338,plasmid
Ebacter_C31083,1.0,chrom
Ebacter_C25840,1.0,chrom
Ebacter_C14747,1.0,chrom
Ebacter_C25453,0.9917695473251029,chrom
Ebacter_C74686,0.0,plasmid
Ebacter_C66695,1.0,chrom
Ebacter_C4670,1.0,chrom
Ebacter_C92351,0.9891304347826086,chrom
Ebacter_C32718,1.0,chrom
Ebacter_C42355,0.0,plasmid
Ebacter_C31906,1.0,chrom
Ebacter_C21104,1.0,chrom
Ebacter_C44506,1.0,chrom
Ebacter_C45985,1.0,chrom
Ebacter_C20925,0.9411764705882353,chrom
Ebacter_C83504,1.0,chrom
Ebacter_C50116,0.9878048780487805,chrom
Ebacter_C34269,1.0,chrom
Ebacter_C68662,1.0,chrom
Ebacter_C22877,0.05405405405405406,plasmid
Ebacter_C20772,0.9876543209876543,chrom
Ebacter_C16788,1.0,chrom
Ebacter_C128295,0.7692307692307693,chrom
Ebacter_C105070,0.9975550122249389,chrom
Ebacter_C38920,1.0,chrom
Ebacter_C53886,0.9971751412429378,chrom
Ebacter_C51781,0.9574468085106383,chrom
Ebacter_C19878,0.8717948717948718,chrom
Ebacter_C81342,0.9978070175438597,chrom
Ebacter_C22743,1.0,chrom
Ebacter_C33419,0.046875,plasmid
Ebacter_C29593,1.0,chrom
Ebacter_C29429,0.0,plasmid
Ebacter_C10323,0.9978165938864629,chrom
Ebacter_C108581,1.0,chrom
Ebacter_C27024,1.0,chrom
Ebacter_C23303,0.031746031746031744,plasmid
Ebacter_C58245,0.9910714285714286,chrom
Ebacter_C25589,0.9883720930232558,chrom
Ebacter_C39418,0.06722689075630252,plasmid
Ebacter_C75852,1.0,chrom
Ebacter_C6854,0.9973333333333333,chrom
Ebacter_C38932,1.0,chrom
Ebacter_C41864,1.0,chrom
Ebacter_C86913,1.0,chrom
Ebacter_C17511,1.0,chrom
Ebacter_C11573,0.9942196531791907,chrom
Ebacter_C79055,1.0,chrom
Ebacter_C11007,1.0,chrom
Ebacter_C66339,1.0,chrom
Ebacter_C17800,1.0,chrom
Ebacter_C104473,0.9714285714285714,chrom
Ebacter_C45044,1.0,chrom
Ebacter_C38925,0.020833333333333332,plasmid
Ebacter_C59606,1.0,chrom
Ebacter_C39768,0.9896373056994818,chrom
Ebacter_C7604,1.0,chrom
Ebacter_C89318,1.0,chrom
Ebacter_C67020,0.996875,chrom
Ebacter_C4079,0.9974025974025974,chrom
Ebacter_C10018,1.0,chrom
Ebacter_C61720,1.0,chrom
Ebacter_C95745,0.046875,plasmid
Ebacter_C36869,1.0,chrom
Ebacter_C52305,1.0,chrom
Ebacter_C13346,1.0,chrom
Ebacter_C32069,0.0,plasmid
Ebacter_C128326,0.9970149253731343,chrom
Ebacter_C79057,0.05343511450381679,plasmid
Ebacter_C55065,1.0,chrom
Ebacter_C32279,0.9954441913439636,chrom
Ebacter_C11408,0.9574468085106383,chrom
Ebacter_C112882,0.9949494949494949,chrom
Ebacter_C5259,1.0,chrom
Ebacter_C4958,1.0,chrom
Ebacter_C97096,1.0,chrom
Ebacter_C48208,0.04504504504504504,plasmid
Ebacter_C41910,1.0,chrom
Ebacter_C69815,0.9896907216494846,chrom
Ebacter_C27134,1.0,chrom
Ebacter_C29412,1.0,chrom
Ebacter_C6823,1.0,chrom
Ebacter_C34755,0.9968652037617555,chrom
Ebacter_C100222,1.0,chrom
Ebacter_C90466,0.9411764705882353,chrom
Ebacter_C119481,1.0,chrom
Ebacter_C73143,0.014285714285714285,plasmid
Ebacter_C87808,1.0,chrom
Ebacter_C4883,1.0,chrom
Ebacter_C64893,0.04225352112676056,plasmid
Ebacter_C26433,1.0,chrom
Ebacter_C30105,0.0,plasmid
Ebacter_C26312,0.9964788732394366,chrom
Ebacter_C68285,0.996996996996997,chrom
Ebacter_C74999,0.9967320261437909,chrom
Ebacter_C78493,0.9963235294117647,chrom
Ebacter_C45590,1.0,chrom
Ebacter_C105628,0.0,plasmid
Ebacter_C5738,1.0,chrom
Ebacter_C15144,0.9977477477477478,chrom
Ebacter_C31965,1.0,chrom
Ebacter_C1396,1.0,chrom
Ebacter_C22888,1.0,chrom
Ebacter_C116202,0.0,plasmid
Ebacter_C46934,1.0,chrom
Ebacter_C104444,1.0,chrom
Ebacter_C19786,1.0,chrom
Ebacter_C91855,1.0,chrom
Ebacter_C63364,1.0,chrom
Ebacter_C27947,0.9967532467532467,chrom
Ebacter_C75008,1.0,chrom
Ebacter_C98891,1.0,chrom
Ebacter_C4365,0.9977578475336323,chrom
Ebacter_C116178,1.0,chrom
Ebacter_C15275,1.0,chrom
Ebacter_C59549,1.0,chrom
Ebacter_C99385,1.0,chrom
Ebacter_C70754,1.0,chrom
Ebacter_C7655,1.0,chrom
Ebacter_C36216,1.0,chrom
Ebacter_C30010,1.0,chrom
Ebacter_C30112,1.0,chrom
Ebacter_C97842,1.0,chrom
Ebacter_C39059,1.0,chrom
Ebacter_C25879,1.0,chrom
Ebacter_C83301,1.0,chrom
Ebacter_C38136,1.0,chrom
Ebacter_C25878,1.0,chrom
Ebacter_C43544,1.0,chrom
Ebacter_C14841,1.0,chrom
Ebacter_C9120,1.0,chrom
Ebacter_C110986,0.9523809523809523,chrom
Ebacter_C6117,1.0,chrom
Ebacter_C10848,1.0,chrom
Ebacter_C46677,1.0,chrom
Ebacter_C42332,1.0,chrom
Ebacter_C82783,0.995,chrom
Ebacter_C7249,0.983739837398374,chrom
Ebacter_C672,1.0,chrom
Ebacter_C98344,1.0,chrom
Ebacter_C34560,1.0,chrom
Ebacter_C81938,1.0,chrom
Ebacter_C46980,0.9848484848484849,chrom
Ebacter_C8575,1.0,chrom
Ebacter_C22398,0.9977924944812362,chrom
Ebacter_C2251,1.0,chrom
Ebacter_C25332,0.053691275167785234,plasmid
Ebacter_C75123,1.0,chrom
Ebacter_C15045,0.9977220956719818,chrom
Ebacter_C38997,0.06060606060606061,plasmid
Ebacter_C21016,1.0,chrom
Ebacter_C57604,0.0670391061452514,plasmid
Ebacter_C52366,1.0,chrom
Ebacter_C74303,1.0,chrom
Ebacter_C19613,1.0,chrom
Ebacter_C67935,1.0,chrom
Ebacter_C78559,1.0,chrom
Ebacter_C44819,1.0,chrom
Ebacter_C96124,0.165,plasmid
Ebacter_C124028,1.0,chrom
Ebacter_C24337,0.0,plasmid
Ebacter_C66648,1.0,chrom
Ebacter_C86435,0.056,plasmid
Ebacter_C46672,1.0,chrom
Ebacter_C63319,0.9973821989528796,chrom
Ebacter_C10270,1.0,chrom
Ebacter_C96510,1.0,chrom
Ebacter_C34564,0.9967948717948718,chrom
Ebacter_C42944,1.0,chrom
Ebacter_C31357,1.0,chrom
Ebacter_C11845,1.0,chrom
Ebacter_C14160,0.9975429975429976,chrom
Ebacter_C27003,0.9545454545454546,chrom
Ebacter_C108009,1.0,chrom
Ebacter_C87342,1.0,chrom
Ebacter_C55691,0.02857142857142857,plasmid
Ebacter_C34549,1.0,chrom
Ebacter_C28916,1.0,chrom
Ebacter_C27874,0.9973474801061007,chrom
Ebacter_C95739,0.997737556561086,chrom
Ebacter_C26164,1.0,chrom
Ebacter_C5456,1.0,chrom
Ebacter_C79652,1.0,chrom
Ebacter_C28481,1.0,chrom
Ebacter_C3316,1.0,chrom
Ebacter_C8341,1.0,chrom
Ebacter_C26857,1.0,chrom
Ebacter_C87336,0.9887640449438202,chrom
Ebacter_C42929,0.9838709677419355,chrom
Ebacter_C91331,1.0,chrom
Ebacter_C13514,1.0,chrom
Ebacter_C109724,1.0,chrom
Ebacter_C23045,1.0,chrom
Ebacter_C36027,0.041666666666666664,plasmid
Ebacter_C8074,1.0,chrom
Ebacter_C11158,0.9970414201183432,chrom
Ebacter_C12539,1.0,chrom
Ebacter_C68289,1.0,chrom
Ebacter_C128046,1.0,chrom
Ebacter_C33441,0.972972972972973,chrom
Ebacter_C71145,1.0,chrom
Ebacter_C72700,1.0,chrom
Ebacter_C104788,0.057692307692307696,plasmid
Ebacter_C23319,0.9863013698630136,chrom
Ebacter_C73902,1.0,chrom
Ebacter_C13467,1.0,chrom
Ebacter_C8424,1.0,chrom
Ebacter_C81843,1.0,chrom
Ebacter_C59229,1.0,chrom
Ebacter_C32077,0.10218978102189781,plasmid
Ebacter_C77274,0.04918032786885246,plasmid
Ebacter_C5575,1.0,chrom
Ebacter_C32012,0.8541666666666666,chrom
Ebacter_C62525,0.997289972899729,chrom
Ebacter_C78845,1.0,chrom
Ebacter_C282,0.05172413793103448,plasmid
Ebacter_C48042,1.0,chrom
Ebacter_C62240,1.0,chrom
Ebacter_C10740,1.0,chrom
Ebacter_C72253,1.0,chrom
Ebacter_C3580,0.0,plasmid
Ebacter_C8698,0.9956043956043956,chrom
Ebacter_C1487,0.0989010989010989,plasmid
Ebacter_C9193,1.0,chrom
Ebacter_C54456,1.0,chrom
Ebacter_C14937,1.0,chrom
Ebacter_C20119,1.0,chrom
Ebacter_C8690,1.0,chrom
Ebacter_C65341,1.0,chrom
Ebacter_C105600,1.0,chrom
Ebacter_C93333,0.12280701754385964,plasmid
Ebacter_C74511,1.0,chrom
Ebacter_C24705,0.9975550122249389,chrom
Ebacter_C79860,0.0546875,plasmid
Ebacter_C71593,1.0,chrom
Ebacter_C16505,1.0,chrom
Ebacter_C31529,1.0,chrom
Ebacter_C29746,0.9978118161925602,chrom
Ebacter_C55142,1.0,chrom
Ebacter_C40019,1.0,chrom
Ebacter_C58249,0.09230769230769231,plasmid
Ebacter_C48556,1.0,chrom
Ebacter_C46081,0.9926470588235294,chrom
Ebacter_C39364,1.0,chrom
Ebacter_C16034,1.0,chrom
Ebacter_C64257,1.0,chrom
Ebacter_C74670,0.9866666666666667,chrom
Ebacter_C88671,1.0,chrom
Ebacter_C16881,1.0,chrom
Ebacter_C83494,0.03125,plasmid
Ebacter_C64090,1.0,chrom
Ebacter_C32903,1.0,chrom
Ebacter_C127801,1.0,chrom
Ebacter_C40159,0.03773584905660377,plasmid
Ebacter_C103294,1.0,chrom
Ebacter_C3253,1.0,chrom
Ebacter_C57939,1.0,chrom
Ebacter_C15834,1.0,chrom
Ebacter_C78335,0.0,plasmid
Ebacter_C32124,1.0,chrom
Ebacter_C1014,1.0,chrom
Ebacter_C97425,0.0,plasmid
Ebacter_C117992,0.9803921568627451,chrom
Ebacter_C102762,1.0,chrom
Ebacter_C57618,1.0,chrom
Ebacter_C20360,1.0,chrom
Ebacter_C65947,0.992,chrom
Ebacter_C99390,1.0,chrom
Ebacter_C93232,0.9545454545454546,chrom
Ebacter_C106125,1.0,chrom
Ebacter_C126421,1.0,chrom
Ebacter_C53278,0.96,chrom
Ebacter_C61466,0.07575757575757576,plasmid
Ebacter_C53805,1.0,chrom
Ebacter_C2439,1.0,chrom
Ebacter_C5300,1.0,chrom
Ebacter_C37919,0.3333333333333333,plasmid
Ebacter_C24316,1.0,chrom
Ebacter_C77125,1.0,chrom
Ebacter_C14585,1.0,chrom
Ebacter_C89135,1.0,chrom
Ebacter_C74888,0.990909090909091,chrom
Ebacter_C93329,0.05405405405405406,plasmid
Ebacter_C48303,0.9974424552429667,chrom
Ebacter_C35491,1.0,chrom
Ebacter_C91056,1.0,chrom
Ebacter_C109243,1.0,chrom
Ebacter_C97803,1.0,chrom
Ebacter_C98343,0.5142857142857142,chrom
Ebacter_C29258,0.9973890339425587,chrom
Ebacter_C98356,1.0,chrom
Ebacter_C57283,0.10526315789473684,plasmid
Ebacter_C73641,1.0,chrom
Ebacter_C60722,1.0,chrom
Ebacter_C91316,0.9846153846153847,chrom
Ebacter_C77515,0.0,plasmid
Ebacter_C36385,0.9736842105263158,chrom
Ebacter_C37532,1.0,chrom
Ebacter_C115585,1.0,chrom
Ebacter_C110507,0.02666666666666667,plasmid
Ebacter_C8493,1.0,chrom
Ebacter_C27314,1.0,chrom
Ebacter_C65563,0.9963235294117647,chrom
Ebacter_C35239,0.039603960396039604,plasmid
Ebacter_C2686,1.0,chrom
Ebacter_C30974,0.09090909090909091,plasmid
Ebacter_C48306,1.0,chrom
Ebacter_C12578,1.0,chrom
Ebacter_C78796,1.0,chrom
Ebacter_C33643,0.9919678714859438,chrom
Ebacter_C25128,0.9783132530120482,chrom
Ebacter_C75423,1.0,chrom
Ebacter_C67858,1.0,chrom
Ebacter_C1644,1.0,chrom
Ebacter_C27022,1.0,chrom
Ebacter_C82710,1.0,chrom
Ebacter_C40003,1.0,chrom
Ebacter_C82270,1.0,chrom
Ebacter_C37430,1.0,chrom
Ebacter_C69506,0.0,plasmid
Ebacter_C26122,0.9964664310954063,chrom
Ebacter_C19601,1.0,chrom
Ebacter_C71711,1.0,chrom
Ebacter_C6182,1.0,chrom
Ebacter_C17803,1.0,chrom
Ebacter_C106177,0.9855072463768116,chrom
Ebacter_C59140,1.0,chrom
Ebacter_C12737,1.0,chrom
Ebacter_C32337,1.0,chrom
Ebacter_C1349,1.0,chrom
Ebacter_C94314,0.6756756756756757,chrom
Ebacter_C45312,1.0,chrom
Ebacter_C31522,1.0,chrom
Ebacter_C924,0.9761904761904762,chrom
Ebacter_C22728,1.0,chrom
Ebacter_C57209,1.0,chrom
Ebacter_C41376,1.0,chrom
Ebacter_C46176,0.037037037037037035,plasmid
Ebacter_C75499,1.0,chrom
Ebacter_C23165,0.9975728155339806,chrom
Ebacter_C21500,1.0,chrom
Ebacter_C32130,1.0,chrom
Ebacter_C32589,0.12154696132596685,plasmid
Ebacter_C72010,1.0,chrom
Ebacter_C28284,1.0,chrom
Ebacter_C48549,1.0,chrom
Ebacter_C47766,0.9876543209876543,chrom
Ebacter_C63709,0.9838709677419355,chrom
Ebacter_C13935,1.0,chrom
Ebacter_C17516,1.0,chrom
Ebacter_C84766,0.0,plasmid
Ebacter_C27414,1.0,chrom
Ebacter_C106792,1.0,chrom
Ebacter_C75832,1.0,chrom
Ebacter_C50879,1.0,chrom
Ebacter_C50088,1.0,chrom
Ebacter_C59586,0.9962962962962963,chrom
Ebacter_C85176,1.0,chrom
Ebacter_C20167,1.0,chrom
Ebacter_C83687,1.0,chrom
Ebacter_C25413,0.9473684210526315,chrom
Ebacter_C66903,1.0,chrom
Ebacter_C113955,0.05785123966942149,plasmid
Ebacter_C72417,1.0,chrom
Ebacter_C60646,1.0,chrom
Ebacter_C83112,1.0,chrom
Ebacter_C8927,0.05737704918032787,plasmid
Ebacter_C45368,1.0,chrom
Ebacter_C83110,1.0,chrom
Ebacter_C34078,1.0,chrom
Ebacter_C81022,1.0,chrom
Ebacter_C8691,0.9971014492753624,chrom
Ebacter_C81819,0.9977477477477478,chrom
Ebacter_C110318,1.0,chrom
Ebacter_C86396,1.0,chrom
Ebacter_C97890,1.0,chrom
Ebacter_C59612,0.9534883720930233,chrom
Ebacter_C97811,1.0,chrom
Ebacter_C67982,1.0,chrom
Ebacter_C72869,1.0,chrom
Ebacter_C91325,1.0,chrom
Ebacter_C9832,0.9963768115942029,chrom
Ebacter_C82966,0.543859649122807,chrom
Ebacter_C113380,1.0,chrom
Ebacter_C46481,1.0,chrom
Ebacter_C40463,1.0,chrom
Ebacter_C59933,1.0,chrom
Ebacter_C45596,1.0,chrom
Ebacter_C9319,0.9937106918238994,chrom
Ebacter_C38073,1.0,chrom
Ebacter_C32724,1.0,chrom
Ebacter_C36567,0.9969418960244648,chrom
Ebacter_C128353,0.9977116704805492,chrom
Ebacter_C60694,1.0,chrom
Ebacter_C67448,1.0,chrom
Ebacter_C4922,0.9976635514018691,chrom
Ebacter_C31913,1.0,chrom
Ebacter_C92836,1.0,chrom
Ebacter_C4345,1.0,chrom
Ebacter_C76276,0.0,plasmid
Ebacter_C128314,0.9963369963369964,chrom
Ebacter_C102071,0.0,plasmid
Ebacter_C86294,1.0,chrom
Ebacter_C6737,0.6875,chrom
Ebacter_C13790,1.0,chrom
Ebacter_C29664,1.0,chrom
Ebacter_C74661,0.9951923076923077,chrom
Ebacter_C71139,1.0,chrom
Ebacter_C63390,0.7813411078717201,chrom
Ebacter_C40022,1.0,chrom
Ebacter_C117921,0.0625,plasmid
Ebacter_C8304,0.9978021978021978,chrom
Ebacter_C84739,1.0,chrom
Ebacter_C56022,1.0,chrom
Ebacter_C57706,1.0,chrom
Ebacter_C73550,1.0,chrom
Ebacter_C85447,0.9977973568281938,chrom
Ebacter_C48007,0.9963369963369964,chrom
Ebacter_C116697,1.0,chrom
Ebacter_C94286,0.9956427015250545,chrom
Ebacter_C98844,0.996309963099631,chrom
Ebacter_C62047,0.9945054945054945,chrom
Ebacter_C49861,1.0,chrom
Ebacter_C58220,1.0,chrom
Ebacter_C61087,0.9976470588235294,chrom
Ebacter_C18753,1.0,chrom
Ebacter_C7468,0.9962825278810409,chrom
Ebacter_C61582,1.0,chrom
Ebacter_C53630,1.0,chrom
Ebacter_C127789,1.0,chrom
Ebacter_C24731,1.0,chrom
Ebacter_C50954,0.0,plasmid
Ebacter_C26698,0.9880952380952381,chrom
Ebacter_C29775,0.9976525821596244,chrom
Ebacter_C55994,1.0,chrom
Ebacter_C5622,1.0,chrom
Ebacter_C16787,0.0763888888888889,plasmid
Ebacter_C44835,1.0,chrom
Ebacter_C69528,0.9978070175438597,chrom
Ebacter_C77964,0.0,plasmid
Ebacter_C68696,1.0,chrom
Ebacter_C13759,1.0,chrom
Ebacter_C55683,0.9361702127659575,chrom
Ebacter_C117694,0.0,plasmid
Ebacter_C6458,0.10416666666666667,plasmid
Ebacter_C9304,1.0,chrom
Ebacter_C60285,1.0,chrom
Ebacter_C29268,1.0,chrom
Ebacter_C49657,0.18627450980392157,plasmid
Ebacter_C67202,1.0,chrom
Ebacter_C32700,0.35353535353535354,plasmid
Ebacter_C108586,1.0,chrom
Ebacter_C94285,0.9902912621359223,chrom
Ebacter_C77192,0.984375,chrom
Ebacter_C30318,1.0,chrom
Ebacter_C64660,0.9912280701754386,chrom
Ebacter_C64083,1.0,chrom
Ebacter_C49449,1.0,chrom
Ebacter_C42672,1.0,chrom
Ebacter_C52982,0.9736842105263158,chrom
Ebacter_C87789,1.0,chrom
Ebacter_C52811,0.9893617021276596,chrom
Ebacter_C14914,0.9829059829059829,chrom
Ebacter_C60799,0.9963768115942029,chrom
Ebacter_C50380,0.0,plasmid
Ebacter_C16879,0.9950248756218906,chrom
Ebacter_C81057,1.0,chrom
Ebacter_C39267,1.0,chrom
Ebacter_C25419,1.0,chrom
Ebacter_C24819,1.0,chrom
Ebacter_C1371,0.9976635514018691,chrom
Ebacter_C119503,1.0,chrom
Ebacter_C12787,0.9888888888888889,chrom
Ebacter_C26007,1.0,chrom
Ebacter_C125901,1.0,chrom
Ebacter_C93370,1.0,chrom
Ebacter_C58522,1.0,chrom
Ebacter_C83005,1.0,chrom
Ebacter_C75016,1.0,chrom
Ebacter_C46112,1.0,chrom
Ebacter_C30621,0.868421052631579,chrom
Ebacter_C107340,1.0,chrom
Ebacter_C54114,1.0,chrom
Ebacter_C7125,1.0,chrom
Ebacter_C14106,1.0,chrom
Ebacter_C44867,1.0,chrom
Ebacter_C44306,1.0,chrom
Ebacter_C59918,1.0,chrom
Ebacter_C54257,1.0,chrom
Ebacter_C18824,0.9978118161925602,chrom
Ebacter_C31541,1.0,chrom
Ebacter_C6340,1.0,chrom
Ebacter_C81414,1.0,chrom
Ebacter_C116172,0.032520325203252036,plasmid
Ebacter_C75165,0.06557377049180328,plasmid
Ebacter_C62961,1.0,chrom
Ebacter_C43313,0.9954545454545455,chrom
Ebacter_C84318,0.9963503649635036,chrom
Ebacter_C23149,1.0,chrom
Ebacter_C42315,0.9976019184652278,chrom
Ebacter_C26551,0.1523809523809524,plasmid
Ebacter_C33433,0.9714285714285714,chrom
Ebacter_C67303,1.0,chrom
Ebacter_C102760,0.05084745762711865,plasmid
Ebacter_C11654,1.0,chrom
Ebacter_C77500,1.0,chrom
Ebacter_C23933,0.9954545454545455,chrom
Ebacter_C10664,0.9918032786885246,chrom
Ebacter_C23692,1.0,chrom
Ebacter_C108639,1.0,chrom
Ebacter_C55902,1.0,chrom
Ebacter_C19712,0.13333333333333333,plasmid
Ebacter_C1939,0.9977973568281938,chrom
Ebacter_C123629,1.0,chrom
