,chrom_presence,location
Ebacter_C122967,0.4,plasmid
Ebacter_C122969,0.0,plasmid
Ebacter_C122970,0.16666666666666666,plasmid
Ebacter_C122971,1.0,chrom
Ebacter_C122972,1.0,chrom
Ebacter_C122974,0.0,plasmid
Ebacter_C122975,1.0,chrom
Ebacter_C122977,1.0,chrom
Ebacter_C122978,1.0,chrom
Ebacter_C122979,1.0,chrom
Ebacter_C12297,1.0,chrom
Ebacter_C122980,1.0,chrom
Ebacter_C122982,1.0,chrom
Ebacter_C122984,1.0,chrom
Ebacter_C122985,1.0,chrom
Ebacter_C122990,1.0,chrom
Ebacter_C122991,1.0,chrom
Ebacter_C122993,1.0,chrom
Ebacter_C122995,1.0,chrom
Ebacter_C122997,1.0,chrom
Ebacter_C12299,1.0,chrom
Ebacter_C1229,1.0,chrom
Ebacter_C123002,1.0,chrom
Ebacter_C123003,1.0,chrom
Ebacter_C123007,1.0,chrom
Ebacter_C123008,1.0,chrom
Ebacter_C12300,1.0,chrom
Ebacter_C123010,0.0,plasmid
Ebacter_C123011,1.0,chrom
Ebacter_C123012,1.0,chrom
Ebacter_C123014,1.0,chrom
Ebacter_C123015,1.0,chrom
Ebacter_C123016,1.0,chrom
Ebacter_C123017,1.0,chrom
Ebacter_C123019,1.0,chrom
Ebacter_C12301,0.0,plasmid
Ebacter_C123020,1.0,chrom
Ebacter_C123021,1.0,chrom
Ebacter_C123024,1.0,chrom
Ebacter_C123026,1.0,chrom
Ebacter_C123028,1.0,chrom
Ebacter_C123029,1.0,chrom
Ebacter_C123030,1.0,chrom
Ebacter_C123031,1.0,chrom
Ebacter_C123032,0.0,plasmid
Ebacter_C123033,1.0,chrom
Ebacter_C123035,1.0,chrom
Ebacter_C12303,0.9978768577494692,chrom
Ebacter_C123040,0.0,plasmid
Ebacter_C123041,1.0,chrom
Ebacter_C123043,1.0,chrom
Ebacter_C123049,1.0,chrom
Ebacter_C123051,1.0,chrom
Ebacter_C123052,1.0,chrom
Ebacter_C123053,1.0,chrom
Ebacter_C123054,1.0,chrom
Ebacter_C123056,1.0,chrom
Ebacter_C12305,1.0,chrom
Ebacter_C123062,1.0,chrom
Ebacter_C123063,0.0,plasmid
Ebacter_C123067,1.0,chrom
Ebacter_C123070,1.0,chrom
Ebacter_C123076,1.0,chrom
Ebacter_C12307,1.0,chrom
Ebacter_C123084,1.0,chrom
Ebacter_C123085,1.0,chrom
Ebacter_C123086,1.0,chrom
Ebacter_C123087,1.0,chrom
Ebacter_C123088,1.0,chrom
Ebacter_C123089,1.0,chrom
Ebacter_C123096,0.0,plasmid
Ebacter_C123097,1.0,chrom
Ebacter_C1230,1.0,chrom
Ebacter_C123100,0.0,plasmid
Ebacter_C123104,0.5,plasmid
Ebacter_C123106,1.0,chrom
Ebacter_C123111,1.0,chrom
Ebacter_C123112,1.0,chrom
Ebacter_C123113,1.0,chrom
Ebacter_C123114,1.0,chrom
Ebacter_C123115,1.0,chrom
Ebacter_C123116,0.0,plasmid
Ebacter_C123117,0.0,plasmid
Ebacter_C123125,0.0,plasmid
Ebacter_C123128,1.0,chrom
Ebacter_C123129,1.0,chrom
Ebacter_C123130,1.0,chrom
Ebacter_C123131,1.0,chrom
Ebacter_C123132,1.0,chrom
Ebacter_C123133,1.0,chrom
Ebacter_C123134,1.0,chrom
Ebacter_C123135,1.0,chrom
Ebacter_C123136,1.0,chrom
Ebacter_C123137,1.0,chrom
Ebacter_C123138,1.0,chrom
Ebacter_C123140,1.0,chrom
Ebacter_C123142,1.0,chrom
Ebacter_C123143,1.0,chrom
Ebacter_C123145,1.0,chrom
Ebacter_C123146,1.0,chrom
Ebacter_C123147,1.0,chrom
Ebacter_C123150,1.0,chrom
Ebacter_C123152,1.0,chrom
Ebacter_C12315,1.0,chrom
Ebacter_C123167,1.0,chrom
Ebacter_C123168,1.0,chrom
Ebacter_C123169,1.0,chrom
Ebacter_C123170,1.0,chrom
Ebacter_C123174,1.0,chrom
Ebacter_C123176,1.0,chrom
Ebacter_C123179,0.0,plasmid
Ebacter_C123180,0.0,plasmid
Ebacter_C123186,1.0,chrom
Ebacter_C12318,1.0,chrom
Ebacter_C123195,1.0,chrom
Ebacter_C1231,1.0,chrom
Ebacter_C123203,1.0,chrom
Ebacter_C123204,1.0,chrom
Ebacter_C123205,1.0,chrom
Ebacter_C123207,1.0,chrom
Ebacter_C12320,1.0,chrom
Ebacter_C123214,1.0,chrom
Ebacter_C123217,1.0,chrom
Ebacter_C123218,1.0,chrom
Ebacter_C123222,1.0,chrom
Ebacter_C123226,1.0,chrom
Ebacter_C123228,1.0,chrom
Ebacter_C123229,0.0,plasmid
Ebacter_C12322,1.0,chrom
Ebacter_C123231,1.0,chrom
Ebacter_C123233,1.0,chrom
Ebacter_C123235,0.0,plasmid
Ebacter_C123236,1.0,chrom
Ebacter_C123239,1.0,chrom
Ebacter_C123240,0.0,plasmid
Ebacter_C123246,1.0,chrom
Ebacter_C123247,0.0,plasmid
Ebacter_C123248,0.0,plasmid
Ebacter_C12324,1.0,chrom
Ebacter_C123250,1.0,chrom
Ebacter_C123251,0.0,plasmid
Ebacter_C123252,1.0,chrom
Ebacter_C123256,1.0,chrom
Ebacter_C123260,1.0,chrom
Ebacter_C123266,1.0,chrom
Ebacter_C123267,1.0,chrom
Ebacter_C123268,1.0,chrom
Ebacter_C123269,1.0,chrom
Ebacter_C12326,1.0,chrom
Ebacter_C123270,1.0,chrom
Ebacter_C123271,1.0,chrom
Ebacter_C123274,0.0,plasmid
Ebacter_C123279,1.0,chrom
Ebacter_C12327,1.0,chrom
Ebacter_C123280,1.0,chrom
Ebacter_C123283,1.0,chrom
Ebacter_C123284,1.0,chrom
Ebacter_C123286,1.0,chrom
Ebacter_C123287,1.0,chrom
Ebacter_C12328,1.0,chrom
Ebacter_C123291,0.0,plasmid
Ebacter_C123292,0.0,plasmid
Ebacter_C123295,1.0,chrom
Ebacter_C123296,1.0,chrom
Ebacter_C123300,1.0,chrom
Ebacter_C123301,1.0,chrom
Ebacter_C123302,1.0,chrom
Ebacter_C123303,1.0,chrom
Ebacter_C123304,0.4,plasmid
Ebacter_C123305,1.0,chrom
Ebacter_C123307,1.0,chrom
Ebacter_C123309,0.9,chrom
Ebacter_C12330,0.9978632478632479,chrom
Ebacter_C123310,1.0,chrom
Ebacter_C123311,0.0,plasmid
Ebacter_C123312,1.0,chrom
Ebacter_C123313,1.0,chrom
Ebacter_C123314,1.0,chrom
Ebacter_C123315,1.0,chrom
Ebacter_C123316,1.0,chrom
Ebacter_C123320,1.0,chrom
Ebacter_C123321,1.0,chrom
Ebacter_C123323,1.0,chrom
Ebacter_C123324,1.0,chrom
Ebacter_C123325,1.0,chrom
Ebacter_C123326,1.0,chrom
Ebacter_C123328,1.0,chrom
Ebacter_C123329,1.0,chrom
Ebacter_C12332,1.0,chrom
Ebacter_C123332,1.0,chrom
Ebacter_C123333,1.0,chrom
Ebacter_C123334,0.0,plasmid
Ebacter_C123336,1.0,chrom
Ebacter_C123337,1.0,chrom
Ebacter_C12333,1.0,chrom
Ebacter_C123340,0.0,plasmid
Ebacter_C123342,1.0,chrom
Ebacter_C123343,1.0,chrom
Ebacter_C123344,1.0,chrom
Ebacter_C123345,1.0,chrom
Ebacter_C123346,1.0,chrom
Ebacter_C123347,1.0,chrom
Ebacter_C123349,1.0,chrom
Ebacter_C12334,1.0,chrom
Ebacter_C123350,1.0,chrom
Ebacter_C123351,0.0,plasmid
Ebacter_C123354,1.0,chrom
Ebacter_C123355,1.0,chrom
Ebacter_C123358,1.0,chrom
Ebacter_C12335,0.8571428571428571,chrom
Ebacter_C123360,1.0,chrom
Ebacter_C123361,1.0,chrom
Ebacter_C123362,1.0,chrom
Ebacter_C123363,1.0,chrom
Ebacter_C123365,1.0,chrom
Ebacter_C123366,0.0,plasmid
Ebacter_C123369,1.0,chrom
Ebacter_C12336,0.0,plasmid
Ebacter_C123371,0.0,plasmid
Ebacter_C123373,1.0,chrom
Ebacter_C123375,1.0,chrom
Ebacter_C123377,1.0,chrom
Ebacter_C123379,0.0,plasmid
Ebacter_C12337,1.0,chrom
Ebacter_C123380,0.1111111111111111,plasmid
Ebacter_C123383,1.0,chrom
Ebacter_C123384,1.0,chrom
Ebacter_C123385,1.0,chrom
Ebacter_C123387,1.0,chrom
Ebacter_C123388,0.0,plasmid
Ebacter_C12338,1.0,chrom
Ebacter_C123390,1.0,chrom
Ebacter_C123392,0.0,plasmid
Ebacter_C123394,1.0,chrom
Ebacter_C123395,1.0,chrom
Ebacter_C123396,1.0,chrom
Ebacter_C123397,1.0,chrom
Ebacter_C123398,0.0,plasmid
Ebacter_C12339,0.9957446808510638,chrom
Ebacter_C1233,1.0,chrom
Ebacter_C123401,1.0,chrom
Ebacter_C123405,0.0,plasmid
Ebacter_C123406,1.0,chrom
Ebacter_C123407,1.0,chrom
Ebacter_C123408,1.0,chrom
Ebacter_C123409,0.0,plasmid
Ebacter_C12340,0.9978070175438597,chrom
Ebacter_C123410,1.0,chrom
Ebacter_C123411,1.0,chrom
Ebacter_C123412,1.0,chrom
Ebacter_C123419,1.0,chrom
Ebacter_C12341,0.0,plasmid
Ebacter_C123420,1.0,chrom
Ebacter_C123421,0.0,plasmid
Ebacter_C123422,1.0,chrom
Ebacter_C123423,1.0,chrom
Ebacter_C123424,1.0,chrom
Ebacter_C123430,1.0,chrom
Ebacter_C123438,1.0,chrom
Ebacter_C123439,1.0,chrom
Ebacter_C123440,1.0,chrom
Ebacter_C123443,1.0,chrom
Ebacter_C123444,1.0,chrom
Ebacter_C123445,1.0,chrom
Ebacter_C123446,1.0,chrom
Ebacter_C12344,1.0,chrom
Ebacter_C123454,0.0,plasmid
Ebacter_C123456,1.0,chrom
Ebacter_C123458,1.0,chrom
Ebacter_C123459,1.0,chrom
Ebacter_C123460,1.0,chrom
Ebacter_C123462,1.0,chrom
Ebacter_C123463,1.0,chrom
Ebacter_C123464,0.0,plasmid
Ebacter_C123465,0.0,plasmid
Ebacter_C123466,0.0,plasmid
Ebacter_C12346,1.0,chrom
Ebacter_C123472,1.0,chrom
Ebacter_C123473,1.0,chrom
Ebacter_C123474,1.0,chrom
Ebacter_C123475,1.0,chrom
Ebacter_C123476,1.0,chrom
Ebacter_C123477,1.0,chrom
Ebacter_C12347,0.9905660377358491,chrom
Ebacter_C123482,0.0,plasmid
Ebacter_C123483,0.0,plasmid
Ebacter_C123488,1.0,chrom
Ebacter_C123489,1.0,chrom
Ebacter_C123496,1.0,chrom
Ebacter_C1234,1.0,chrom
Ebacter_C123501,0.0,plasmid
Ebacter_C123504,1.0,chrom
Ebacter_C123505,1.0,chrom
Ebacter_C123506,1.0,chrom
Ebacter_C123507,1.0,chrom
Ebacter_C123512,1.0,chrom
Ebacter_C123517,0.0,plasmid
Ebacter_C123518,0.0,plasmid
Ebacter_C123524,1.0,chrom
Ebacter_C12352,1.0,chrom
Ebacter_C123532,1.0,chrom
Ebacter_C123536,0.0,plasmid
Ebacter_C123538,0.0,plasmid
Ebacter_C123539,0.0,plasmid
Ebacter_C12353,1.0,chrom
Ebacter_C123546,0.0,plasmid
Ebacter_C123547,0.0,plasmid
Ebacter_C123548,1.0,chrom
Ebacter_C123559,1.0,chrom
Ebacter_C123560,1.0,chrom
Ebacter_C123569,0.0,plasmid
Ebacter_C12356,1.0,chrom
Ebacter_C123573,0.0,plasmid
Ebacter_C123574,1.0,chrom
Ebacter_C123575,1.0,chrom
Ebacter_C123580,1.0,chrom
Ebacter_C123581,1.0,chrom
Ebacter_C123587,1.0,chrom
Ebacter_C123588,1.0,chrom
Ebacter_C123592,1.0,chrom
Ebacter_C123595,1.0,chrom
Ebacter_C12359,1.0,chrom
Ebacter_C1235,1.0,chrom
Ebacter_C123601,1.0,chrom
Ebacter_C123602,1.0,chrom
Ebacter_C123603,1.0,chrom
Ebacter_C123604,1.0,chrom
Ebacter_C123609,1.0,chrom
Ebacter_C12360,1.0,chrom
Ebacter_C123610,1.0,chrom
Ebacter_C123619,1.0,chrom
Ebacter_C123622,1.0,chrom
Ebacter_C123623,1.0,chrom
Ebacter_C123625,0.0,plasmid
Ebacter_C123626,1.0,chrom
Ebacter_C123627,1.0,chrom
Ebacter_C123628,0.02702702702702703,plasmid
Ebacter_C123629,1.0,chrom
Ebacter_C12362,1.0,chrom
Ebacter_C123630,1.0,chrom
Ebacter_C123631,1.0,chrom
Ebacter_C123634,1.0,chrom
Ebacter_C123635,1.0,chrom
Ebacter_C123636,1.0,chrom
Ebacter_C12363,1.0,chrom
Ebacter_C123640,1.0,chrom
Ebacter_C123641,1.0,chrom
Ebacter_C123642,0.0,plasmid
Ebacter_C123643,0.0,plasmid
Ebacter_C123644,0.0,plasmid
Ebacter_C123645,1.0,chrom
Ebacter_C123646,0.0,plasmid
Ebacter_C123648,1.0,chrom
Ebacter_C123649,1.0,chrom
Ebacter_C12364,1.0,chrom
Ebacter_C123650,1.0,chrom
Ebacter_C123651,0.0,plasmid
Ebacter_C123652,1.0,chrom
Ebacter_C123653,1.0,chrom
Ebacter_C123654,1.0,chrom
Ebacter_C123657,0.0,plasmid
Ebacter_C123659,1.0,chrom
Ebacter_C123661,0.0,plasmid
Ebacter_C123663,1.0,chrom
Ebacter_C123664,1.0,chrom
Ebacter_C123666,1.0,chrom
Ebacter_C123667,0.16666666666666666,plasmid
Ebacter_C123668,1.0,chrom
Ebacter_C123669,1.0,chrom
Ebacter_C12366,1.0,chrom
Ebacter_C123678,1.0,chrom
Ebacter_C123679,1.0,chrom
Ebacter_C123680,1.0,chrom
Ebacter_C123683,1.0,chrom
Ebacter_C123684,1.0,chrom
Ebacter_C123685,0.0,plasmid
Ebacter_C123687,1.0,chrom
Ebacter_C123688,1.0,chrom
Ebacter_C123690,0.0,plasmid
Ebacter_C123694,0.0,plasmid
Ebacter_C123695,1.0,chrom
Ebacter_C123696,1.0,chrom
Ebacter_C123698,1.0,chrom
Ebacter_C123699,0.0,plasmid
Ebacter_C123709,1.0,chrom
Ebacter_C123710,1.0,chrom
Ebacter_C123711,0.25,plasmid
Ebacter_C123712,1.0,chrom
Ebacter_C123714,1.0,chrom
Ebacter_C123715,1.0,chrom
Ebacter_C123717,1.0,chrom
Ebacter_C123718,0.5,plasmid
Ebacter_C123719,1.0,chrom
Ebacter_C123722,1.0,chrom
Ebacter_C123724,1.0,chrom
Ebacter_C123725,1.0,chrom
Ebacter_C123726,1.0,chrom
Ebacter_C123728,1.0,chrom
Ebacter_C12372,0.0,plasmid
Ebacter_C123731,1.0,chrom
Ebacter_C123732,1.0,chrom
Ebacter_C123735,1.0,chrom
Ebacter_C123738,0.0,plasmid
Ebacter_C123739,1.0,chrom
Ebacter_C12373,0.0,plasmid
Ebacter_C123741,1.0,chrom
Ebacter_C123742,1.0,chrom
Ebacter_C123743,1.0,chrom
Ebacter_C123748,1.0,chrom
Ebacter_C123749,1.0,chrom
Ebacter_C123751,1.0,chrom
Ebacter_C123757,0.0,plasmid
Ebacter_C123758,1.0,chrom
Ebacter_C12375,1.0,chrom
Ebacter_C123762,1.0,chrom
Ebacter_C123763,1.0,chrom
Ebacter_C123766,1.0,chrom
Ebacter_C123769,1.0,chrom
Ebacter_C123771,1.0,chrom
Ebacter_C123772,0.0,plasmid
Ebacter_C123773,1.0,chrom
Ebacter_C123775,1.0,chrom
Ebacter_C123787,1.0,chrom
Ebacter_C123789,1.0,chrom
Ebacter_C12378,1.0,chrom
Ebacter_C123791,1.0,chrom
Ebacter_C123793,1.0,chrom
Ebacter_C123794,1.0,chrom
Ebacter_C123795,1.0,chrom
Ebacter_C123796,1.0,chrom
Ebacter_C123797,1.0,chrom
Ebacter_C123798,1.0,chrom
Ebacter_C123799,1.0,chrom
Ebacter_C1237,0.0,plasmid
Ebacter_C123802,1.0,chrom
Ebacter_C123803,1.0,chrom
Ebacter_C123804,0.0,plasmid
Ebacter_C123814,1.0,chrom
Ebacter_C123817,1.0,chrom
Ebacter_C12381,0.0,plasmid
Ebacter_C123830,1.0,chrom
Ebacter_C123833,1.0,chrom
Ebacter_C123836,1.0,chrom
Ebacter_C123838,1.0,chrom
Ebacter_C12383,1.0,chrom
Ebacter_C123840,1.0,chrom
Ebacter_C123842,1.0,chrom
Ebacter_C123847,1.0,chrom
Ebacter_C123849,1.0,chrom
Ebacter_C12384,1.0,chrom
Ebacter_C123850,1.0,chrom
Ebacter_C123851,0.0,plasmid
Ebacter_C123854,1.0,chrom
Ebacter_C12385,1.0,chrom
Ebacter_C123860,1.0,chrom
Ebacter_C123863,0.0,plasmid
Ebacter_C123864,1.0,chrom
Ebacter_C123865,1.0,chrom
Ebacter_C123867,0.0,plasmid
Ebacter_C123869,1.0,chrom
Ebacter_C123870,1.0,chrom
Ebacter_C123872,0.0,plasmid
Ebacter_C123881,1.0,chrom
Ebacter_C123882,0.0,plasmid
Ebacter_C123886,1.0,chrom
Ebacter_C123887,1.0,chrom
Ebacter_C12388,1.0,chrom
Ebacter_C123890,1.0,chrom
Ebacter_C123894,1.0,chrom
Ebacter_C123898,1.0,chrom
Ebacter_C12389,1.0,chrom
Ebacter_C1238,1.0,chrom
Ebacter_C123900,1.0,chrom
Ebacter_C123903,1.0,chrom
Ebacter_C123904,1.0,chrom
Ebacter_C123905,1.0,chrom
Ebacter_C123907,1.0,chrom
Ebacter_C12390,1.0,chrom
Ebacter_C123911,0.0,plasmid
Ebacter_C123912,1.0,chrom
Ebacter_C123913,1.0,chrom
Ebacter_C123918,1.0,chrom
Ebacter_C123919,1.0,chrom
Ebacter_C12391,0.9957356076759062,chrom
Ebacter_C123920,1.0,chrom
Ebacter_C123921,1.0,chrom
Ebacter_C123922,1.0,chrom
Ebacter_C123927,0.3333333333333333,plasmid
Ebacter_C123930,0.0,plasmid
Ebacter_C123933,1.0,chrom
Ebacter_C123934,1.0,chrom
Ebacter_C123937,1.0,chrom
Ebacter_C123942,1.0,chrom
Ebacter_C123943,1.0,chrom
Ebacter_C123944,1.0,chrom
Ebacter_C123945,1.0,chrom
Ebacter_C123946,1.0,chrom
Ebacter_C123947,1.0,chrom
Ebacter_C12394,1.0,chrom
Ebacter_C123951,1.0,chrom
Ebacter_C123952,1.0,chrom
Ebacter_C123953,1.0,chrom
Ebacter_C123954,1.0,chrom
Ebacter_C123955,0.25,plasmid
Ebacter_C123956,0.4,plasmid
Ebacter_C123958,0.07352941176470588,plasmid
Ebacter_C123959,1.0,chrom
Ebacter_C12395,0.9978813559322034,chrom
Ebacter_C123960,1.0,chrom
Ebacter_C123961,1.0,chrom
Ebacter_C123963,0.0,plasmid
Ebacter_C123964,0.9978813559322034,chrom
Ebacter_C123966,1.0,chrom
Ebacter_C123967,1.0,chrom
Ebacter_C123968,0.0,plasmid
Ebacter_C12396,0.25,plasmid
Ebacter_C123970,0.125,plasmid
Ebacter_C123974,0.0,plasmid
Ebacter_C123975,0.0,plasmid
Ebacter_C123976,1.0,chrom
Ebacter_C123977,1.0,chrom
Ebacter_C123978,1.0,chrom
Ebacter_C123979,1.0,chrom
Ebacter_C12397,0.046875,plasmid
Ebacter_C123981,0.25,plasmid
Ebacter_C123983,1.0,chrom
Ebacter_C123987,1.0,chrom
Ebacter_C123988,1.0,chrom
Ebacter_C123989,1.0,chrom
Ebacter_C12398,1.0,chrom
Ebacter_C123998,1.0,chrom
Ebacter_C123999,1.0,chrom
Ebacter_C12399,1.0,chrom
Ebacter_C1239,0.0,plasmid
Ebacter_C123,0.8571428571428571,chrom
Ebacter_C124000,0.0,plasmid
Ebacter_C124001,1.0,chrom
Ebacter_C124002,1.0,chrom
Ebacter_C124003,1.0,chrom
Ebacter_C124004,1.0,chrom
Ebacter_C124005,1.0,chrom
Ebacter_C124007,0.0,plasmid
Ebacter_C124008,0.0,plasmid
Ebacter_C12400,1.0,chrom
Ebacter_C124011,1.0,chrom
Ebacter_C124014,1.0,chrom
Ebacter_C124015,1.0,chrom
Ebacter_C124016,1.0,chrom
Ebacter_C12401,1.0,chrom
Ebacter_C124023,1.0,chrom
Ebacter_C124024,1.0,chrom
Ebacter_C124026,1.0,chrom
Ebacter_C124027,0.0,plasmid
Ebacter_C124028,1.0,chrom
Ebacter_C12402,1.0,chrom
Ebacter_C124031,1.0,chrom
Ebacter_C124032,1.0,chrom
Ebacter_C124033,1.0,chrom
Ebacter_C124034,1.0,chrom
Ebacter_C124035,0.0,plasmid
Ebacter_C124036,1.0,chrom
Ebacter_C124037,0.0,plasmid
Ebacter_C124039,1.0,chrom
Ebacter_C12403,1.0,chrom
Ebacter_C124041,1.0,chrom
Ebacter_C124042,1.0,chrom
Ebacter_C124043,1.0,chrom
Ebacter_C124046,1.0,chrom
Ebacter_C124047,1.0,chrom
Ebacter_C124049,1.0,chrom
Ebacter_C12404,1.0,chrom
Ebacter_C124050,0.0,plasmid
Ebacter_C124053,1.0,chrom
Ebacter_C124054,1.0,chrom
Ebacter_C124055,1.0,chrom
Ebacter_C124056,1.0,chrom
Ebacter_C12405,1.0,chrom
Ebacter_C124060,1.0,chrom
Ebacter_C124063,0.0,plasmid
Ebacter_C12406,0.9247311827956989,chrom
Ebacter_C124070,1.0,chrom
Ebacter_C124072,1.0,chrom
Ebacter_C124075,1.0,chrom
Ebacter_C124078,1.0,chrom
Ebacter_C124079,1.0,chrom
Ebacter_C12407,0.9,chrom
Ebacter_C124083,1.0,chrom
Ebacter_C124084,1.0,chrom
Ebacter_C124085,1.0,chrom
Ebacter_C124086,1.0,chrom
Ebacter_C124088,1.0,chrom
Ebacter_C12408,1.0,chrom
Ebacter_C124093,1.0,chrom
Ebacter_C12409,0.997867803837953,chrom
Ebacter_C1240,1.0,chrom
Ebacter_C124100,1.0,chrom
Ebacter_C124101,1.0,chrom
Ebacter_C124105,1.0,chrom
Ebacter_C124106,0.0,plasmid
Ebacter_C124107,1.0,chrom
Ebacter_C124109,1.0,chrom
Ebacter_C12410,1.0,chrom
Ebacter_C124110,1.0,chrom
Ebacter_C124111,1.0,chrom
Ebacter_C124118,1.0,chrom
Ebacter_C124121,1.0,chrom
Ebacter_C124122,1.0,chrom
Ebacter_C124125,1.0,chrom
Ebacter_C124131,1.0,chrom
Ebacter_C124133,1.0,chrom
Ebacter_C124137,1.0,chrom
Ebacter_C124139,1.0,chrom
Ebacter_C12413,0.0,plasmid
Ebacter_C124140,1.0,chrom
Ebacter_C124141,1.0,chrom
Ebacter_C124143,1.0,chrom
Ebacter_C124146,0.0,plasmid
Ebacter_C12414,1.0,chrom
Ebacter_C124156,1.0,chrom
Ebacter_C124158,1.0,chrom
Ebacter_C12415,1.0,chrom
Ebacter_C124160,0.0,plasmid
Ebacter_C124161,0.0,plasmid
Ebacter_C124166,1.0,chrom
Ebacter_C124167,1.0,chrom
Ebacter_C124168,0.0,plasmid
Ebacter_C124169,0.0,plasmid
Ebacter_C12416,1.0,chrom
Ebacter_C124171,1.0,chrom
Ebacter_C124178,1.0,chrom
Ebacter_C124179,1.0,chrom
Ebacter_C124181,1.0,chrom
Ebacter_C124182,1.0,chrom
Ebacter_C124185,1.0,chrom
Ebacter_C124186,1.0,chrom
Ebacter_C124187,0.0,plasmid
Ebacter_C124188,1.0,chrom
Ebacter_C12418,1.0,chrom
Ebacter_C124197,1.0,chrom
Ebacter_C12419,1.0,chrom
Ebacter_C1241,1.0,chrom
Ebacter_C124210,1.0,chrom
Ebacter_C124219,1.0,chrom
Ebacter_C124220,1.0,chrom
Ebacter_C124221,1.0,chrom
Ebacter_C124225,1.0,chrom
Ebacter_C124231,1.0,chrom
Ebacter_C124232,1.0,chrom
Ebacter_C124233,1.0,chrom
Ebacter_C124236,1.0,chrom
Ebacter_C124237,1.0,chrom
Ebacter_C124238,1.0,chrom
Ebacter_C124246,0.0,plasmid
Ebacter_C124247,1.0,chrom
Ebacter_C124249,1.0,chrom
Ebacter_C12424,1.0,chrom
Ebacter_C124250,1.0,chrom
Ebacter_C124251,1.0,chrom
Ebacter_C124252,1.0,chrom
Ebacter_C124253,1.0,chrom
Ebacter_C124259,1.0,chrom
Ebacter_C12425,1.0,chrom
Ebacter_C124263,1.0,chrom
Ebacter_C124265,1.0,chrom
Ebacter_C124266,1.0,chrom
Ebacter_C124267,1.0,chrom
Ebacter_C124268,1.0,chrom
Ebacter_C124269,0.0,plasmid
Ebacter_C12426,1.0,chrom
Ebacter_C124272,1.0,chrom
Ebacter_C124273,1.0,chrom
Ebacter_C124274,1.0,chrom
Ebacter_C124275,1.0,chrom
Ebacter_C124276,1.0,chrom
Ebacter_C124277,1.0,chrom
Ebacter_C124278,1.0,chrom
Ebacter_C124279,1.0,chrom
Ebacter_C12427,0.9978354978354979,chrom
Ebacter_C124280,1.0,chrom
Ebacter_C124281,1.0,chrom
Ebacter_C124282,1.0,chrom
Ebacter_C124283,1.0,chrom
Ebacter_C124284,1.0,chrom
Ebacter_C124287,1.0,chrom
Ebacter_C124288,1.0,chrom
Ebacter_C124289,1.0,chrom
Ebacter_C124290,0.0,plasmid
Ebacter_C124291,1.0,chrom
Ebacter_C124295,1.0,chrom
Ebacter_C124296,1.0,chrom
Ebacter_C124298,1.0,chrom
Ebacter_C124299,1.0,chrom
Ebacter_C12429,1.0,chrom
Ebacter_C124300,0.0,plasmid
Ebacter_C124301,0.0,plasmid
Ebacter_C124303,1.0,chrom
Ebacter_C124304,1.0,chrom
Ebacter_C124305,0.0,plasmid
Ebacter_C124306,1.0,chrom
Ebacter_C124307,1.0,chrom
Ebacter_C124308,1.0,chrom
Ebacter_C124309,1.0,chrom
Ebacter_C12430,1.0,chrom
Ebacter_C124310,1.0,chrom
Ebacter_C124311,1.0,chrom
Ebacter_C124316,1.0,chrom
Ebacter_C124317,1.0,chrom
Ebacter_C124318,1.0,chrom
Ebacter_C124319,1.0,chrom
Ebacter_C12431,1.0,chrom
Ebacter_C124320,0.0,plasmid
Ebacter_C124321,1.0,chrom
Ebacter_C124323,1.0,chrom
Ebacter_C124324,1.0,chrom
Ebacter_C124325,0.0,plasmid
Ebacter_C124327,1.0,chrom
Ebacter_C124330,1.0,chrom
Ebacter_C124332,1.0,chrom
Ebacter_C124334,1.0,chrom
Ebacter_C124335,1.0,chrom
Ebacter_C124336,1.0,chrom
Ebacter_C124338,0.0,plasmid
Ebacter_C124339,1.0,chrom
Ebacter_C12433,1.0,chrom
Ebacter_C124340,1.0,chrom
Ebacter_C124347,0.0,plasmid
Ebacter_C124348,1.0,chrom
Ebacter_C124349,1.0,chrom
Ebacter_C12434,1.0,chrom
Ebacter_C124351,1.0,chrom
Ebacter_C124352,1.0,chrom
Ebacter_C124353,1.0,chrom
Ebacter_C124355,1.0,chrom
Ebacter_C124356,1.0,chrom
Ebacter_C124357,1.0,chrom
Ebacter_C12435,0.0,plasmid
Ebacter_C124360,1.0,chrom
Ebacter_C124362,1.0,chrom
Ebacter_C124363,1.0,chrom
Ebacter_C124365,1.0,chrom
Ebacter_C124366,1.0,chrom
Ebacter_C124367,1.0,chrom
Ebacter_C12436,0.9957356076759062,chrom
Ebacter_C124370,1.0,chrom
Ebacter_C124373,1.0,chrom
Ebacter_C124375,1.0,chrom
Ebacter_C124376,1.0,chrom
Ebacter_C124377,1.0,chrom
Ebacter_C124378,1.0,chrom
Ebacter_C124379,1.0,chrom
Ebacter_C124380,0.0,plasmid
Ebacter_C124381,1.0,chrom
Ebacter_C124382,1.0,chrom
Ebacter_C124383,1.0,chrom
Ebacter_C124387,1.0,chrom
Ebacter_C124388,1.0,chrom
Ebacter_C124389,1.0,chrom
Ebacter_C12438,1.0,chrom
Ebacter_C124390,1.0,chrom
Ebacter_C124391,1.0,chrom
Ebacter_C124392,1.0,chrom
Ebacter_C124393,1.0,chrom
Ebacter_C124394,1.0,chrom
Ebacter_C124395,0.0,plasmid
