Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
group_43660,group_43660,1045856.EcWSU1_02210,9.82e-258,711.0,"COG1680@1|root,COG1680@2|Bacteria,1MVZN@1224|Proteobacteria,1RRA3@1236|Gammaproteobacteria,3X0YH@547|Enterobacter",2|Bacteria,V,Beta-lactamase,ampC,-,-,-,-,-,-,-,-,-,-,-,Beta-lactamase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;bugandensis;ludwigii
group_39189,group_39189,716541.ECL_02242,6.51e-286,781.0,"COG0642@1|root,COG2205@2|Bacteria,1PM9S@1224|Proteobacteria,1RR1Y@1236|Gammaproteobacteria,3X3KG@547|Enterobacter",2|Bacteria,T,His Kinase A (phosphoacceptor) domain,baeS,-,2.7.13.3,ko:K18143,"ko01501,map01501","M00649,M00655",-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022",-,-,-,"HAMP,HATPase_c,HisKA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;bugandensis;cloacae
yhcD~~~papC~~~fimD,yhcD~~~papC~~~fimD,1045856.EcWSU1_04029,0.0,1278.0,"COG3188@1|root,COG3188@2|Bacteria,1R41Y@1224|Proteobacteria,1RZN3@1236|Gammaproteobacteria",2|Bacteria,NU,Usher protein,-,-,-,-,-,-,-,-,-,-,-,-,"PapC_C,PapC_N,Usher",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,roggenkampii;cancerogenous;kobei;ludwigii;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2
group_49569,group_49569,573.JG24_30570,1.53e-205,572.0,"28HGF@1|root,2Z7SA@2|Bacteria,1MXUA@1224|Proteobacteria,1RS8F@1236|Gammaproteobacteria",2|Bacteria,S,PFAM TraU,traU,-,-,ko:K12060,-,-,-,-,"ko00000,ko02044",3.A.7.11.1,-,-,TraU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_42111,group_42111,932213.SPM24T3_23347,1.2e-10,64.3,"2DN6I@1|root,32VTH@2|Bacteria,1N3YE@1224|Proteobacteria,1SGSP@1236|Gammaproteobacteria,403M1@613|Serratia",2|Bacteria,S,"Putative 3TM holin, Phage_holin_3",-,-,-,-,-,-,-,-,-,-,-,-,Phage_holin_3_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2
rhuM,rhuM,754331.AEME01000001_gene1856,2.45e-212,590.0,"COG3943@1|root,COG3943@2|Bacteria,1MWKW@1224|Proteobacteria,1RPNB@1236|Gammaproteobacteria,3XM2R@561|Escherichia",2|Bacteria,S,Virulence protein RhuM family,-,-,-,-,-,-,-,-,-,-,-,-,Virulence_RhuM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,cancerogenous;mori;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-xiangfangensis-2
group_47618,group_47618,911008.GLAD_04640,4.87e-203,595.0,"COG3501@1|root,COG4253@1|root,COG3501@2|Bacteria,COG4253@2|Bacteria,1MU7Q@1224|Proteobacteria,1RN6G@1236|Gammaproteobacteria",2|Bacteria,S,protein conserved in bacteria,-,-,-,ko:K11904,"ko03070,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,"DUF2345,Phage_GPD,T6SS_Vgr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hormaechei;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-3
group_39489,group_39489,716541.ECL_02637,4.440000000000001e-163,458.0,"COG1028@1|root,COG1028@2|Bacteria,1MXNY@1224|Proteobacteria,1RY5U@1236|Gammaproteobacteria",2|Bacteria,IQ,Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases),-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-oharae
group_49458,group_49458,693444.D782_2462,2.09e-56,186.0,"2EH4S@1|root,33AWN@2|Bacteria,1NNKR@1224|Proteobacteria,1SI19@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,hormaechei-xiangfangensis-1
group_39604,group_39604,716541.ECL_01045,1.8e-161,453.0,"COG2186@1|root,COG2186@2|Bacteria,1R90B@1224|Proteobacteria,1S16A@1236|Gammaproteobacteria,3X1P8@547|Enterobacter",2|Bacteria,K,Transcriptional regulator,-,-,-,"ko:K05799,ko:K13637",-,-,-,-,"ko00000,ko03000",-,-,-,"FCD,GntR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;cancerogenous;kobei;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3
group_9457,group_9457,1484158.PSNIH1_20265,2.77e-48,158.0,"2AUXK@1|root,31KM1@2|Bacteria,1QIGP@1224|Proteobacteria,1TGB8@1236|Gammaproteobacteria,3W1P7@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1
group_30045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_47328,group_47328,716541.ECL_02857,0.0,1075.0,"28HIF@1|root,2Z7TX@2|Bacteria,1MY24@1224|Proteobacteria,1RN69@1236|Gammaproteobacteria",2|Bacteria,S,replication,-,-,-,-,-,-,-,-,-,-,-,-,Phage_GPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,hormaechei-hoffmannii-3
group_36423,group_36423,1399774.JDWH01000001_gene2397,1.25e-127,363.0,"2BV15@1|root,32QDR@2|Bacteria,1RJ98@1224|Proteobacteria,1RYP4@1236|Gammaproteobacteria",2|Bacteria,S,Prokaryotic cytochrome b561,-,-,-,-,-,-,-,-,-,-,-,-,Ni_hydr_CYTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asburiae-1;asburiae-2
lasI,lasI,637910.ROD_29521,3.15e-121,349.0,"COG3916@1|root,COG3916@2|Bacteria,1RAJE@1224|Proteobacteria,1S2DZ@1236|Gammaproteobacteria,3WV7X@544|Citrobacter",2|Bacteria,H,Autoinducer synthase,expI,-,2.3.1.184,ko:K13060,"ko00270,ko01100,ko02024,ko02025,map00270,map01100,map02024,map02025",-,R08940,"RC00021,RC00039","ko00000,ko00001,ko01000",-,-,-,Autoind_synth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2
group_38175,group_38175,716541.ECL_00347,1.77e-137,390.0,"29W8P@1|root,30HU2@2|Bacteria,1REI7@1224|Proteobacteria,1S4D5@1236|Gammaproteobacteria,3X3G5@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloacae
group_5219,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_43401,group_43401,571.MC52_29955,9.34e-121,344.0,"COG1662@1|root,COG1662@2|Bacteria,1NHAK@1224|Proteobacteria,1RQRY@1236|Gammaproteobacteria",2|Bacteria,L,cog cog1662,-,-,-,ko:K07480,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_IS1,Zn_Tnp_IS1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_46854,group_46854,1045856.EcWSU1_01559,5.96e-93,277.0,"COG3518@1|root,COG3518@2|Bacteria,1RANM@1224|Proteobacteria,1S3V4@1236|Gammaproteobacteria,3X2FS@547|Enterobacter",2|Bacteria,S,Gene 25-like lysozyme,-,-,-,ko:K11905,-,M00334,-,-,"ko00000,ko00002,ko02044",-,-,-,GPW_gp25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ludwigii
group_47896,group_47896,716541.ECL_03204,9.930000000000001e-36,122.0,"2EUNU@1|root,33N4P@2|Bacteria,1NIGF@1224|Proteobacteria,1SGNM@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_44061,group_44061,61647.LG71_23590,1.07e-232,640.0,"COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,1RR0T@1236|Gammaproteobacteria",2|Bacteria,L,COG3039 Transposase and inactivated derivatives IS5 family,insH5,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_35829,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-2
ganB,ganB,716541.ECL_02644,5.8500000000000004e-294,801.0,"COG3867@1|root,COG3867@2|Bacteria,1R33X@1224|Proteobacteria,1RYK6@1236|Gammaproteobacteria,3X3FR@547|Enterobacter",2|Bacteria,M,"Arabinogalactan endo-beta-1,4-galactanase",ganB,-,3.2.1.89,ko:K01224,-,-,-,-,"ko00000,ko01000",-,-,-,"Big_4,Glyco_hydro_53",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mori;ludwigii;cloacae
kbaZ,kbaZ,640513.Entas_3802,6.940000000000002e-308,840.0,"COG4573@1|root,COG4573@2|Bacteria,1MW3Q@1224|Proteobacteria,1RQAU@1236|Gammaproteobacteria,3X1GK@547|Enterobacter",2|Bacteria,G,"Component of the tagatose-1,6-bisphosphate aldolase KbaYZ that is required for full activity and stability of the Y subunit. Could have a chaperone-like function for the proper and stable folding of KbaY. When expressed alone, KbaZ does not show any aldolase activity",kbaZ,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034219,GO:0044425,GO:0044459,GO:0044464,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944",5.1.3.40,"ko:K16371,ko:K21622","ko00052,ko01100,map00052,map01100",-,"R01069,R11623","RC00438,RC00439","ko00000,ko00001,ko01000",-,-,iECIAI1_1343.ECIAI1_3280,Tagatose_6_P_K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,asburiae-2;cancerogenous;ludwigii;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1
yobV~~~insH~~~tnp,yobV~~~insH~~~tnp,571.MC52_00975,7.67e-121,361.0,"COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,1RR0T@1236|Gammaproteobacteria",2|Bacteria,L,COG3039 Transposase and inactivated derivatives IS5 family,-,-,-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,hormaechei-oharae
group_47430,group_47430,1005994.GTGU_01417,0.0,981.0,"COG5410@1|root,COG5410@2|Bacteria,1N0W2@1224|Proteobacteria,1S03G@1236|Gammaproteobacteria",2|Bacteria,K,chromosome segregation,-,-,-,-,-,-,-,-,-,-,-,-,Terminase_6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,hormaechei-hoffmannii-2;hormaechei-xiangfangensis-2
group_1827,group_1827,1484157.PSNIH2_21850,4.5e-07,52.4,"2AUBF@1|root,31JZ4@2|Bacteria,1QHSI@1224|Proteobacteria,1TGFN@1236|Gammaproteobacteria,3W291@53335|Pantoea",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
puuD,puuD,1028307.EAE_15930,6.04e-172,481.0,"COG2071@1|root,COG2071@2|Bacteria,1MV8E@1224|Proteobacteria,1RS51@1236|Gammaproteobacteria,3X3DK@547|Enterobacter",2|Bacteria,S,Peptidase C26,puuD,"GO:0003674,GO:0003824,GO:0006576,GO:0006595,GO:0006598,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009308,GO:0009310,GO:0009445,GO:0009447,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0033969,GO:0034641,GO:0042402,GO:0044106,GO:0044237,GO:0071704,GO:0097164,GO:1901564,GO:1901565,GO:1901575",3.5.1.94,"ko:K07010,ko:K09473","ko00330,ko01100,map00330,map01100",M00136,R07419,"RC00090,RC00096","ko00000,ko00001,ko00002,ko01000,ko01002",-,-,-,Peptidase_C26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;cancerogenous;kobei;bugandensis;cloacae
group_45140,group_45140,1045856.EcWSU1_02267,2.16e-106,308.0,"COG3772@1|root,COG3772@2|Bacteria,1MZJD@1224|Proteobacteria,1S2FS@1236|Gammaproteobacteria,3X32U@547|Enterobacter",2|Bacteria,G,Phage lysozyme,nucD,-,3.2.1.17,ko:K01185,-,-,-,-,"ko00000,ko01000",-,-,-,Phage_lysozyme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
tniQ~~~luxR,tniQ~~~luxR,675813.VIB_001568,4.89e-300,830.0,"COG1479@1|root,COG1479@2|Bacteria,1NRBC@1224|Proteobacteria,1RY6F@1236|Gammaproteobacteria,1XY9K@135623|Vibrionales",2|Bacteria,S,Protein of unknown function (DUF1524),-,-,-,-,-,-,-,-,-,-,-,-,"DUF1524,DUF262",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,mobile-7;hormaechei-xiangfangensis-2
group_37781,group_37781,1045856.EcWSU1_03862,0.0,925.0,"COG5283@1|root,COG5283@2|Bacteria,1NFKU@1224|Proteobacteria,1RP2D@1236|Gammaproteobacteria,3X1HM@547|Enterobacter",2|Bacteria,S,phage tail tape measure protein,-,-,-,-,-,-,-,-,-,-,-,-,PhageMin_Tail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asburiae-1;asburiae-2
group_30552,group_30552,1166130.H650_03000,3.6e-14,71.6,"COG0454@1|root,COG0456@2|Bacteria,1RI07@1224|Proteobacteria,1S7S4@1236|Gammaproteobacteria",2|Bacteria,K,PFAM GCN5-related N-acetyltransferase,-,-,-,ko:K03830,-,-,-,-,"ko00000,ko01000",-,-,-,Acetyltransf_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3
group_42828,group_42828,716541.ECL_05084,0.0,1177.0,"COG3188@1|root,COG3188@2|Bacteria,1R41Y@1224|Proteobacteria,1RZN3@1236|Gammaproteobacteria",2|Bacteria,NU,Usher protein,yhcD,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0009279,GO:0009297,GO:0009987,GO:0015267,GO:0015288,GO:0015473,GO:0016020,GO:0016043,GO:0019867,GO:0022607,GO:0022803,GO:0022829,GO:0022857,GO:0030030,GO:0030031,GO:0030312,GO:0030313,GO:0031975,GO:0043711,GO:0044085,GO:0044462,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071840,GO:0071944",-,-,-,-,-,-,-,-,-,-,"PapC_C,PapC_N,Usher",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hormaechei;hormaechei-oharae
group_42378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-6
group_48450,group_48450,1045856.EcWSU1_02314,1.01e-291,798.0,"COG0389@1|root,COG0389@2|Bacteria,1MUUH@1224|Proteobacteria,1RMT1@1236|Gammaproteobacteria,3X0EV@547|Enterobacter",2|Bacteria,L,Belongs to the DNA polymerase type-Y family,umuC,-,2.7.7.7,"ko:K02346,ko:K03502",-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"DUF4113,IMS,IMS_C,IMS_HHH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,hormaechei-steigerwaltii-4;hormaechei-xiangfangensis-1
yobA~~~copC,yobA~~~copC,1399774.JDWH01000002_gene2992,2.85e-59,185.0,"COG2372@1|root,COG2372@2|Bacteria,1N8SS@1224|Proteobacteria,1S9EF@1236|Gammaproteobacteria,3X2JT@547|Enterobacter",2|Bacteria,S,resistance protein CopC,yobA,"GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464",-,ko:K07156,-,-,-,-,"ko00000,ko02000",9.B.62.2,-,-,CopC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;cancerogenous;kobei;bugandensis;mori;ludwigii;cloacae
