Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,phylon_exclusive
group_18114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
cfa~~~gcd14,cfa~~~gcd14,1124991.MU9_1873,0.0,992.0,"COG2227@1|root,COG2518@1|root,COG2227@2|Bacteria,COG2518@2|Bacteria,1QYHT@1224|Proteobacteria,1T3QK@1236|Gammaproteobacteria",2|Bacteria,H,Methyltransferase small domain,-,-,-,-,-,-,-,-,-,-,-,-,"Methyltransf_25,TPMT",False
group_39489,group_39489,716541.ECL_02637,4.440000000000001e-163,458.0,"COG1028@1|root,COG1028@2|Bacteria,1MXNY@1224|Proteobacteria,1RY5U@1236|Gammaproteobacteria",2|Bacteria,IQ,Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases),-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2,False
group_37368,group_37368,1006000.GKAS_03089,1.21e-44,149.0,"COG1376@1|root,COG1376@2|Bacteria,1NCAQ@1224|Proteobacteria,1T0V2@1236|Gammaproteobacteria",2|Bacteria,S,Protein of unknown function (DUF2778),-,-,-,-,-,-,-,-,-,-,-,-,"DUF2778,HemolysinCabind,PG_binding_1,YkuD",False
alsE,alsE,1045856.EcWSU1_00308,2.91e-168,469.0,"COG0036@1|root,COG0036@2|Bacteria,1MX3K@1224|Proteobacteria,1RSAB@1236|Gammaproteobacteria,3X3RU@547|Enterobacter",2|Bacteria,G,Ribulose-phosphate 3 epimerase family,alsE,"GO:0003674,GO:0003824,GO:0004750,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019313,GO:0019314,GO:0019316,GO:0019318,GO:0019320,GO:0019321,GO:0019323,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0034700,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046367,GO:0046483,GO:0046496,GO:0046872,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901575",5.1.3.1,"ko:K01783,ko:K17195","ko00030,ko00040,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007","R01529,R09031","RC00540,RC03111","ko00000,ko00001,ko00002,ko01000",-,-,iEcSMS35_1347.EcSMS35_4551,Ribul_P_3_epim,False
group_40615,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
scsD,scsD,640513.Entas_3585,1.14e-99,292.0,"COG0526@1|root,COG0526@2|Bacteria,1RHPC@1224|Proteobacteria,1S4C9@1236|Gammaproteobacteria,3X350@547|Enterobacter",2|Bacteria,CO,Thioredoxin-like,scsD,-,-,ko:K03671,"ko04621,ko05418,map04621,map05418",-,-,-,"ko00000,ko00001,ko03110",-,-,-,"AhpC-TSA,Redoxin,Thioredoxin",False
pulO~~~pppA,pulO~~~pppA,1399774.JDWH01000008_gene2183,6.46e-153,436.0,"COG1989@1|root,COG1989@2|Bacteria,1MUZF@1224|Proteobacteria,1RN90@1236|Gammaproteobacteria",2|Bacteria,NOU,Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue,outO,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",3.4.23.43,"ko:K02464,ko:K02654","ko03070,map03070",M00331,-,-,"ko00000,ko00001,ko00002,ko01000,ko01002,ko02035,ko02044","3.A.15,3.A.15.2",-,-,"DiS_P_DiS,Peptidase_A24",False
group_43186,group_43186,1005994.GTGU_01704,4.96e-172,481.0,"COG2140@1|root,COG2140@2|Bacteria,1NKQJ@1224|Proteobacteria,1RTEZ@1236|Gammaproteobacteria",2|Bacteria,G,glucose-6-phosphate isomerase,-,-,5.3.1.9,ko:K06859,"ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200","M00001,M00004,M00114","R02739,R02740,R03321","RC00376,RC00563","ko00000,ko00001,ko00002,ko01000",-,-,-,"Cupin_2,GPI",False
group_40352,group_40352,716541.ECL_00068,1.57e-135,390.0,"COG3710@1|root,COG3710@2|Bacteria,1PGQY@1224|Proteobacteria,1RX23@1236|Gammaproteobacteria,3X47P@547|Enterobacter",2|Bacteria,K,"Transcriptional regulatory protein, C terminal",-,-,-,-,-,-,-,-,-,-,-,-,Trans_reg_C,False
ompL,ompL,911008.GLAD_02391,4.14e-146,414.0,"2DMCB@1|root,32JDW@2|Bacteria,1R084@1224|Proteobacteria,1T4FY@1236|Gammaproteobacteria",2|Bacteria,S,Oligogalacturonate-specific porin protein (KdgM),ompL,-,-,ko:K22110,-,-,-,-,"ko00000,ko02000","1.B.35.1,1.B.35.2",-,-,KdgM,False
xynT,xynT,1115515.EV102420_02_02530,3.03e-284,781.0,"COG2211@1|root,COG2211@2|Bacteria,1MVUM@1224|Proteobacteria,1RP5J@1236|Gammaproteobacteria,3XN02@561|Escherichia",2|Bacteria,G,sodium ion transport,yagG,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,"ko:K03292,ko:K16248",-,-,-,-,"ko00000,ko02000",2.A.2,-,-,MFS_2,False
group_38136,group_38136,640513.Entas_0747,1.05e-166,474.0,"COG3539@1|root,COG3539@2|Bacteria,1NB36@1224|Proteobacteria,1SEKX@1236|Gammaproteobacteria",2|Bacteria,NU,Fimbrial protein,-,-,-,-,-,-,-,-,-,-,-,-,Fimbrial,False
group_34305,group_34305,1218086.BBNB01000002_gene2967,1.78e-200,570.0,"2B3X8@1|root,31WM6@2|Bacteria,1RFUV@1224|Proteobacteria,1RNAH@1236|Gammaproteobacteria,3WXXV@544|Citrobacter",2|Bacteria,S,Protein of unknown function (DUF3999),-,-,-,-,-,-,-,-,-,-,-,-,DUF3999,False
ypeB,ypeB,1399774.JDWH01000004_gene3793,5.12e-44,143.0,"COG3530@1|root,COG3530@2|Bacteria,1N7GT@1224|Proteobacteria,1SCBX@1236|Gammaproteobacteria,3X2Q5@547|Enterobacter",2|Bacteria,S,Putative quorum-sensing-regulated virulence factor,ypeB,-,2.7.7.7,"ko:K02342,ko:K09954,ko:K10857","ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,QSregVF_b,False
group_38483,group_38483,1218086.BBNB01000003_gene2478,4.37e-187,522.0,"COG1940@1|root,COG1940@2|Bacteria,1MU94@1224|Proteobacteria,1RQ3P@1236|Gammaproteobacteria,3WZD5@544|Citrobacter",2|Bacteria,GK,ROK family,bglK,-,"2.7.1.2,2.7.1.85","ko:K00845,ko:K18673","ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200","M00001,M00549","R00299,R01600,R01786","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,ROK,False
group_39348,group_39348,716541.ECL_00055,6.230000000000001e-248,683.0,"COG0845@1|root,COG0845@2|Bacteria,1MU78@1224|Proteobacteria,1RPI1@1236|Gammaproteobacteria,3X0QT@547|Enterobacter",2|Bacteria,M,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,mexA,-,-,"ko:K03585,ko:K18141,ko:K18321","ko01501,ko01503,ko02020,map01501,map01503,map02020","M00645,M00646,M00647,M00696,M00699,M00718",-,-,"ko00000,ko00001,ko00002,ko01504,ko02000,ko03036","2.A.6.2,2.A.6.2.41,8.A.1,8.A.1.6",-,-,"HlyD,HlyD_D23",False
papC~~~pmfC,papC~~~pmfC,640513.Entas_3721,0.0,1362.0,"COG3188@1|root,COG3188@2|Bacteria,1P744@1224|Proteobacteria,1RN8Z@1236|Gammaproteobacteria,3X3K5@547|Enterobacter",2|Bacteria,NU,PFAM Fimbrial biogenesis outer membrane usher protein,ybgQ,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0009279,GO:0009297,GO:0009987,GO:0015267,GO:0015288,GO:0015473,GO:0016020,GO:0016043,GO:0019867,GO:0022607,GO:0022803,GO:0022829,GO:0022857,GO:0030030,GO:0030031,GO:0030312,GO:0030313,GO:0031975,GO:0043711,GO:0044085,GO:0044462,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071840,GO:0071944",-,-,-,-,-,-,-,-,-,-,"PapC_C,PapC_N,Usher",False
group_39774,group_39774,1045856.EcWSU1_02696,2.59e-301,825.0,"COG3522@1|root,COG3522@2|Bacteria,1MXKE@1224|Proteobacteria,1RNCB@1236|Gammaproteobacteria,3X0R4@547|Enterobacter",2|Bacteria,S,"Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE",impJ,-,-,ko:K11893,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_VasE,False
group_39503,group_39503,1045856.EcWSU1_03070,0.0,1269.0,"COG1629@1|root,COG4771@2|Bacteria,1MUC1@1224|Proteobacteria,1RNHR@1236|Gammaproteobacteria",2|Bacteria,P,Receptor,irgA,"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944",-,"ko:K16089,ko:K19611","ko02020,map02020",-,-,-,"ko00000,ko00001,ko02000","1.B.14.1,1.B.14.1.22,1.B.14.1.3,1.B.14.1.5,1.B.14.10",-,-,"Plug,TonB_dep_Rec",False
group_40190,group_40190,716541.ECL_04857,1.26e-62,194.0,"COG2076@1|root,COG2076@2|Bacteria,1N7ZX@1224|Proteobacteria,1SCDW@1236|Gammaproteobacteria,3X2R7@547|Enterobacter",2|Bacteria,P,Translocates 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol (alpha-L-Ara4N-phosphoundecaprenol) from the cytoplasmic to the periplasmic side of the inner membrane,arnF,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0042221,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944",-,ko:K12963,"ko01503,map01503",M00721,-,-,"ko00000,ko00001,ko00002,ko01005",2.A.7,-,"iECUMN_1333.ECUMN_2601,iSF_1195.SF2337,iS_1188.S2471","EamA,Multi_Drug_Res",False
tesA,tesA,1045856.EcWSU1_01028,9.869999999999999e-146,415.0,"COG2755@1|root,COG2755@2|Bacteria,1RCXZ@1224|Proteobacteria,1S3QU@1236|Gammaproteobacteria,3X0WX@547|Enterobacter",2|Bacteria,E,GDSL-like Lipase/Acylhydrolase family,tesA,"GO:0003674,GO:0003824,GO:0004620,GO:0004622,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0016289,GO:0016290,GO:0016298,GO:0016787,GO:0016788,GO:0016790,GO:0019538,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0042802,GO:0043170,GO:0044238,GO:0044464,GO:0047617,GO:0052689,GO:0071704,GO:0140096,GO:1901564",3.1.1.5,ko:K10804,"ko01040,map01040",-,-,-,"ko00000,ko00001,ko01000,ko01004",-,-,"iECED1_1282.ECED1_0521,iLF82_1304.LF82_2242,iNRG857_1313.NRG857_02365",Lipase_GDSL_2,False
group_32236,group_32236,399742.Ent638_1723,5.6399999999999996e-40,135.0,"2E3Z5@1|root,32YW3@2|Bacteria,1N83Y@1224|Proteobacteria,1SCCZ@1236|Gammaproteobacteria,3X2WW@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_37195,group_37195,1399774.JDWH01000001_gene2744,4.49e-232,639.0,"COG0180@1|root,COG0180@2|Bacteria,1MV4T@1224|Proteobacteria,1RNDC@1236|Gammaproteobacteria,3X1X8@547|Enterobacter",2|Bacteria,J,PFAM aminoacyl-tRNA synthetase class Ib,trpS,"GO:0003674,GO:0003824,GO:0004812,GO:0004830,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006436,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",6.1.1.2,ko:K01867,"ko00970,map00970","M00359,M00360",R03664,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,tRNA-synt_1b,False
group_37422,group_37422,911008.GLAD_00688,2.81e-76,229.0,"COG1516@1|root,COG1516@2|Bacteria,1MZ3G@1224|Proteobacteria,1S8TQ@1236|Gammaproteobacteria",2|Bacteria,N,flagellar protein FliS,fliS,"GO:0001539,GO:0003674,GO:0005198,GO:0006928,GO:0008150,GO:0009987,GO:0040011,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0097588",-,ko:K02422,"ko02040,map02040",-,-,-,"ko00000,ko00001,ko02035",-,-,-,FliS,False
gspC~~~pulC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_34776,group_34776,716541.ECL_00359,1.75e-169,473.0,"COG2188@1|root,COG2188@2|Bacteria,1Q856@1224|Proteobacteria,1RQ3N@1236|Gammaproteobacteria,3X1RB@547|Enterobacter",2|Bacteria,K,Transcriptional regulator,phnF,-,-,"ko:K02043,ko:K03482,ko:K03710",-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,UTRA",False
group_13648,group_13648,273526.SMDB11_1120,2.74e-183,521.0,"COG0845@1|root,COG0845@2|Bacteria,1MU8D@1224|Proteobacteria,1RN0E@1236|Gammaproteobacteria,402DR@613|Serratia",2|Bacteria,M,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,macA,-,-,"ko:K02005,ko:K13888",-,M00709,-,-,"ko00000,ko00002,ko02000",8.A.1,-,-,"Biotin_lipoyl_2,HlyD_3,HlyD_D23",False
group_34367,group_34367,640513.Entas_4366,0.0,918.0,"COG1129@1|root,COG1129@2|Bacteria,1MU22@1224|Proteobacteria,1RMCH@1236|Gammaproteobacteria,3X1UD@547|Enterobacter",2|Bacteria,G,ATPases associated with a variety of cellular activities,rbsA,-,3.6.3.17,"ko:K02056,ko:K10441,ko:K10539,ko:K10542,ko:K10545,ko:K10551,ko:K10558,ko:K10562,ko:K17204,ko:K17210","ko02010,ko02024,map02010,map02024","M00212,M00213,M00214,M00215,M00217,M00219,M00220,M00221,M00590,M00592",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.2,3.A.1.2.1,3.A.1.2.11,3.A.1.2.13,3.A.1.2.16,3.A.1.2.19,3.A.1.2.2,3.A.1.2.21,3.A.1.2.3,3.A.1.2.4,3.A.1.2.6,3.A.1.2.8,3.A.1.2.9",-,-,ABC_tran,False
group_38837,group_38837,716541.ECL_00620,1.51e-281,769.0,"COG0673@1|root,COG0673@2|Bacteria,1MUP0@1224|Proteobacteria,1S1E3@1236|Gammaproteobacteria",2|Bacteria,S,oxidoreductase,bplA,-,1.1.1.335,ko:K13020,"ko00520,map00520",-,R10140,RC00182,"ko00000,ko00001,ko01000,ko01005",-,-,-,"GFO_IDH_MocA,GFO_IDH_MocA_C",False
zupT,zupT,1045856.EcWSU1_03830,2.84e-151,429.0,"COG0428@1|root,COG0428@2|Bacteria,1MWEZ@1224|Proteobacteria,1RNXU@1236|Gammaproteobacteria,3X19V@547|Enterobacter",2|Bacteria,P,Mediates zinc uptake. May also transport other divalent cations,zupT,"GO:0000041,GO:0003674,GO:0005215,GO:0005381,GO:0005384,GO:0005385,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006824,GO:0006826,GO:0006828,GO:0006829,GO:0008150,GO:0008324,GO:0015075,GO:0015086,GO:0015087,GO:0015093,GO:0015318,GO:0015684,GO:0015691,GO:0016020,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0034755,GO:0044464,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0070574,GO:0070838,GO:0071421,GO:0071577,GO:0071944,GO:0072509,GO:0072511,GO:0098655,GO:0098660,GO:0098662,GO:1903874",-,ko:K07238,-,-,-,-,"ko00000,ko02000",2.A.5.5,-,iECIAI39_1322.ECIAI39_3536,Zip,False
tssC~~~evpB,tssC~~~evpB,716541.ECL_01802,0.0,991.0,"COG3517@1|root,COG3517@2|Bacteria,1MU5C@1224|Proteobacteria,1RNP7@1236|Gammaproteobacteria,3WZZE@547|Enterobacter",2|Bacteria,S,type VI secretion protein,-,-,-,ko:K11900,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,VipB,False
xynR~~~iclR,xynR~~~iclR,316407.85674416,9.41e-172,482.0,"COG1414@1|root,COG1414@2|Bacteria,1MUNW@1224|Proteobacteria,1RR06@1236|Gammaproteobacteria,3XP0S@561|Escherichia",2|Bacteria,K,Transcriptional regulator,yagI,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042710,GO:0043170,GO:0044010,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,"ko:K19333,ko:K21602",-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_IclR,IclR",False
wcaA~~~yibD,wcaA~~~yibD,1045856.EcWSU1_00110,1.2e-231,639.0,"COG0463@1|root,COG0463@2|Bacteria,1R4XG@1224|Proteobacteria,1RZPV@1236|Gammaproteobacteria,3X3DV@547|Enterobacter",2|Bacteria,M,"PFAM Glycosyl transferase, family 2",hyaD,-,2.4.2.53,"ko:K10012,ko:K16555","ko00520,ko01503,map00520,map01503","M00721,M00761",R07661,"RC00005,RC02954","ko00000,ko00001,ko00002,ko01000,ko01003,ko01005,ko02000",4.D.2.1.8,GT2,-,"Glyco_transf_4,Glycos_transf_1,Glycos_transf_2",False
group_47984,group_47984,316407.1799843,8.27e-186,518.0,"COG0555@1|root,COG0555@2|Bacteria,1QTTU@1224|Proteobacteria,1RS0W@1236|Gammaproteobacteria,3XM2P@561|Escherichia",2|Bacteria,P,Sulfate transport system permease protein CysT,cysT,"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008272,GO:0015698,GO:0016020,GO:0044464,GO:0051179,GO:0051234,GO:0071944,GO:0072348",-,"ko:K02018,ko:K02046","ko00920,ko02010,map00920,map02010","M00185,M00189",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.6.1,3.A.1.6.3,3.A.1.8",-,"iAPECO1_1312.APECO1_4122,iE2348C_1286.E2348C_2609,iECNA114_1301.ECNA114_2500,iECOK1_1307.ECOK1_2740,iECP_1309.ECP_2447,iECS88_1305.ECS88_2613,iECSF_1327.ECSF_2287,iLF82_1304.LF82_0425,iNRG857_1313.NRG857_12150,iSDY_1059.SDY_2620,iUMN146_1321.UM146_04505,iUTI89_1310.UTI89_C2757,iYL1228.KPN_02772",BPD_transp_1,False
group_48073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
fimA~~~sfaG,fimA~~~sfaG,716541.ECL_00090,1.4899999999999999e-84,253.0,"COG3539@1|root,COG3539@2|Bacteria,1RAW5@1224|Proteobacteria,1S3AR@1236|Gammaproteobacteria",2|Bacteria,NU,Fimbrial protein,-,-,-,-,-,-,-,-,-,-,-,-,Fimbrial,False
group_35570,group_35570,640513.Entas_2301,6.8999999999999996e-77,229.0,"COG3615@1|root,COG3615@2|Bacteria,1RHB4@1224|Proteobacteria,1S6Q0@1236|Gammaproteobacteria,3X2N0@547|Enterobacter",2|Bacteria,P,Domain of unknown function (DUF1971),-,-,-,-,-,-,-,-,-,-,-,-,DUF1971,False
group_48012,group_48012,640513.Entas_1881,1.52e-25,97.1,"295F7@1|root,2ZSSY@2|Bacteria,1P9TF@1224|Proteobacteria,1SVFM@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False
group_33886,group_33886,1332071.L581_0260,2.19e-05,51.2,"COG3539@1|root,COG3539@2|Bacteria,1Q016@1224|Proteobacteria,1TBZ1@1236|Gammaproteobacteria,404DW@613|Serratia",2|Bacteria,NU,"Type-1 fimbrial protein, A",sfaA_2,-,-,ko:K07345,"ko05133,map05133",-,-,-,"ko00000,ko00001,ko02035,ko02044",-,-,-,FimA,False
group_22246,group_22246,1045856.EcWSU1_04151,0.0,1101.0,"COG4670@1|root,COG4670@2|Bacteria,1MX9F@1224|Proteobacteria,1RMW2@1236|Gammaproteobacteria,3X1EV@547|Enterobacter",2|Bacteria,I,"malonate decarboxylase, alpha subunit",mdcA,-,2.3.1.187,ko:K13929,-,-,R08944,"RC00012,RC00014","ko00000,ko01000,ko02000",3.B.1.1.4,-,-,Mal_decarbox_Al,False
mdcB~~~citG,mdcB~~~citG,716541.ECL_04726,3.71e-193,537.0,"COG1767@1|root,COG1767@2|Bacteria,1NB3R@1224|Proteobacteria,1RP65@1236|Gammaproteobacteria,3X09P@547|Enterobacter",2|Bacteria,H,"Involved in the formation of 2-(5''-phosphoribosyl)-3'- dephosphocoenzyme-A, the prosthetic group of the acyl-carrier protein of the malonate decarboxylase",mdcB,-,2.4.2.52,"ko:K05966,ko:K13930","ko02020,map02020",-,R09675,"RC00049,RC00063","ko00000,ko00001,ko01000",-,-,-,CitG,False
group_30442,group_30442,1045856.EcWSU1_03406,2.36e-05,46.6,"COG0077@1|root,COG1605@1|root,COG0077@2|Bacteria,COG1605@2|Bacteria,1MU60@1224|Proteobacteria,1RNRD@1236|Gammaproteobacteria,3X0IZ@547|Enterobacter",2|Bacteria,E,Prephenate dehydratase,pheA,"GO:0003674,GO:0003824,GO:0004106,GO:0004664,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006558,GO:0006570,GO:0006571,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009094,GO:0009095,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016866,GO:0017144,GO:0019438,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902221,GO:1902223","1.3.1.12,2.3.1.79,2.5.1.54,4.2.1.51,5.4.99.5","ko:K00661,ko:K03856,ko:K04092,ko:K04093,ko:K04516,ko:K04518,ko:K14170,ko:K14187","ko00400,ko00401,ko01100,ko01110,ko01130,ko01230,map00400,map00401,map01100,map01110,map01130,map01230","M00022,M00024,M00025","R00691,R01373,R01715,R01728,R01826","RC00125,RC00360,RC00435,RC03116","ko00000,ko00001,ko00002,ko01000",-,-,iECNA114_1301.ECNA114_2667,"ACT,CM_2,PDT",False
group_31501,group_31501,716541.ECL_04308,3.04e-141,399.0,"COG2197@1|root,COG2197@2|Bacteria,1RK6G@1224|Proteobacteria,1SFD9@1236|Gammaproteobacteria",2|Bacteria,K,"helix_turn_helix, Lux Regulon",-,-,-,ko:K07690,"ko02020,ko05133,map02020,map05133","M00477,M00697",-,-,"ko00000,ko00001,ko00002,ko01504,ko02022",-,-,-,"GerE,Response_reg",False
group_35572,group_35572,399742.Ent638_2121,5.92e-67,203.0,"COG3615@1|root,COG3615@2|Bacteria,1RFYQ@1224|Proteobacteria,1S3XP@1236|Gammaproteobacteria,3X47Z@547|Enterobacter",2|Bacteria,P,Domain of unknown function (DUF1971),yeaR,-,-,-,-,-,-,-,-,-,-,-,DUF1971,False
fryB,fryB,640513.Entas_1130,4.54e-64,196.0,"COG1445@1|root,COG1445@2|Bacteria,1REBG@1224|Proteobacteria,1S587@1236|Gammaproteobacteria",2|Bacteria,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FryABC PTS system is involved in fructose transport",fryB,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090582",2.7.1.202,"ko:K02768,ko:K02769,ko:K02770,ko:K11202","ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060","M00273,M00306",R03232,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.2.1,-,-,"PTS_EIIC,PTS_IIB",False
group_40451,group_40451,1045856.EcWSU1_00518,1.08e-34,119.0,"28QJ0@1|root,2ZD0X@2|Bacteria,1P41H@1224|Proteobacteria,1STPW@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DUF2767,False
